"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CORO1A",2.39012796017152e-35,-0.30703197731095,0.188,0.362,7.31403057092087e-31
"QKI",2.53432288620323e-35,0.314066642786018,0.911,0.773,7.7552814640705e-31
"P2RY8",2.67268726203454e-35,-0.321673547126969,0.196,0.379,8.1786902905519e-31
"AGPAT4",2.70445016303326e-35,0.263557199779292,0.326,0.16,8.27588794389809e-31
"DUSP1",3.52302405131126e-35,-0.325183983930269,0.236,0.421,1.07808058994176e-30
"NEK7",3.68880395433546e-35,0.318918618393195,0.608,0.417,1.1288108980662e-30
"POLK",4.79654192700802e-35,0.267370625462746,0.508,0.31,1.46778979508372e-30
"STXBP5",5.4487632562731e-35,0.297185775577814,0.51,0.322,1.66737604405213e-30
"UVRAG",7.96082992604533e-35,0.292505010106249,0.762,0.558,2.43609356566913e-30
"PHF20L1",8.15999554264771e-35,0.285507181515356,0.587,0.393,2.49704023600562e-30
"TRIP12",9.54106845831423e-35,0.279212116368372,0.71,0.514,2.91966235892874e-30
"FNDC3A",9.72081562890989e-35,0.325768878446472,0.652,0.464,2.97466679060271e-30
"STK17B",1.04574753815116e-34,0.345307472824656,0.914,0.853,3.20009204149637e-30
"PLD1",1.12023315545664e-34,0.300441001851917,0.293,0.138,3.42802547901285e-30
"ANO6",1.12238014983974e-34,0.304112544407184,0.537,0.354,3.43459549652459e-30
"RASGEF1B",1.12375414416548e-34,0.401882537872663,0.423,0.249,3.4388000565608e-30
"TTC17",1.28255401151334e-34,0.336908505256138,0.665,0.519,3.92474353063197e-30
"ACVR2A",1.74720543229911e-34,0.270257176706197,0.293,0.137,5.34662334337852e-30
"ELF2",2.65903218384288e-34,0.316709177605347,0.737,0.552,8.13690438577758e-30
"ALPK1",3.83124106055929e-34,0.323702703417628,0.4,0.228,1.17239807694175e-29
"ZNF407",4.08176831817294e-34,0.345227722097079,0.572,0.398,1.2490619230441e-29
"GBE1",6.70948858545048e-34,0.268365327036681,0.354,0.186,2.0531706020337e-29
"LAPTM5",6.98774071468465e-34,-0.368714579089392,0.421,0.572,2.13831853610065e-29
"SETX",1.13795690338275e-33,0.251425126936231,0.758,0.546,3.48226192004156e-29
"CAST",1.2550888954733e-33,0.264102337884074,0.842,0.676,3.84069752903784e-29
"PRKCB",1.65588616328261e-33,0.289865425245747,0.953,0.906,5.06717724826111e-29
"RPS6KC1",1.97589573289153e-33,0.302950888951178,0.56,0.372,6.04643853222137e-29
"FYN",2.05007546332718e-33,0.360930829234821,0.772,0.66,6.27343592532749e-29
"PDGFC",2.69212475886445e-33,0.282673259345813,0.259,0.115,8.23817097460109e-29
"GABARAP",2.90327340907523e-33,-0.287757836038612,0.134,0.293,8.88430695911111e-29
"PIBF1",3.50540403545919e-33,0.270550709665881,0.423,0.241,1.07268868889087e-28
"TAFA2",4.04881612562261e-33,0.367805435265616,0.311,0.158,1.23897822260177e-28
"SNX13",4.89110955796494e-33,0.28030440293491,0.521,0.334,1.49672843583285e-28
"MEF2A",5.58883902630404e-33,0.289631048082049,0.894,0.718,1.7102406304393e-28
