"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NCEH1",5.67757065106909e-05,0.35149987312496,0.29,0.082,1
"MYO5C",5.77995014377371e-05,0.311675974864952,0.194,0.04,1
"AC007319.1",5.98277704818096e-05,0.397156091033271,0.355,0.114,1
"CALM2",6.21347774590982e-05,-0.550730734092616,0.484,0.759,1
"ENTPD1",6.22513740299062e-05,0.781161258166173,0.742,0.472,1
"INPP4A",6.26291987682211e-05,0.654587528479192,0.645,0.38,1
"AC027097.2",6.5641251542286e-05,0.543565278216767,0.484,0.211,1
"LINC00909",6.58629956904839e-05,0.253152730040121,0.161,0.029,1
"YWHAB",6.72558133166041e-05,-0.538057549463203,0.387,0.713,1
"MPP7",6.78898816125864e-05,0.833890644899551,0.71,0.448,1
"CFP",6.79001815974864e-05,-0.515063984913098,0.097,0.463,1
"HIGD2A",6.79389515245296e-05,-0.47962240630943,0.097,0.463,1
"FGD2",6.85536234449805e-05,0.406335354892626,0.581,0.274,1
"GPATCH2L",6.88558338076572e-05,0.35774163131732,0.613,0.266,1
"SPI1",6.96309359241397e-05,-0.49933018619537,0.355,0.708,1
"RPE",7.03121173705606e-05,0.331703029544655,0.452,0.17,1
"SETD5",7.09737357103563e-05,0.378790170723489,0.645,0.307,1
"PARP8",7.1855977120067e-05,0.618715664186449,0.71,0.431,1
"UBB",7.26259578153118e-05,-0.5028869530501,0.032,0.388,1
"DBI",7.2778286966828e-05,-0.46005503746193,0,0.345,1
"PRMT2",7.28217031518324e-05,0.56355751976002,0.613,0.366,1
"GNAQ",7.32229647493425e-05,0.620609274262857,0.968,0.876,1
"APPL2",7.51532758766483e-05,0.341165098423572,0.355,0.117,1
"AHR",7.67036673408e-05,0.729547448756848,0.71,0.447,1
"SHOC2",7.68685012496427e-05,0.532998896925206,0.71,0.499,1
"CHCHD2",7.69482519444621e-05,-0.501875213156557,0.097,0.46,1
"RPS6KA3",7.93403223022737e-05,0.660239196255782,0.806,0.609,1
"RFX3",7.96869181049324e-05,0.600714600190414,0.645,0.365,1
"RUFY3",8.02117310495673e-05,0.607401556651659,0.806,0.599,1
