"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LRRC8D",2.70918720157261e-14,0.409021299636822,0.41,0.175,8.29038375553235e-10
"AC010609.1",3.14874316506908e-14,0.374973525965897,0.5,0.238,9.63546895942788e-10
"ST6GAL1",3.25265464972315e-14,0.516875526352434,0.558,0.282,9.95344849361781e-10
"INPP4A",4.47973384794565e-14,0.454741064001061,0.577,0.315,1.37084335480985e-09
"PRKCQ",5.22609595087766e-14,0.566654718760771,0.808,0.559,1.59923762192807e-09
"RASA1",5.90176772525381e-14,0.523387264856602,0.654,0.396,1.80599994160492e-09
"AP000820.2",6.36864148184277e-14,0.503680478109302,0.359,0.148,1.94886797985871e-09
"TTN-AS1",6.73337839005141e-14,0.341700160567415,0.34,0.131,2.06048112113963e-09
"CFL1",7.84880472731132e-14,-0.549523823373229,0.141,0.438,2.40181273460454e-09
"ZNF831",8.30694786987762e-14,0.476247145910537,0.699,0.419,2.54200911766125e-09
"TTC13",9.33168001301265e-14,0.25519716445802,0.224,0.066,2.855587400782e-09
"CASP8AP2",1.29426575791444e-13,0.328604981781958,0.276,0.096,3.96058264579397e-09
"CALM1",1.49929044558275e-13,-0.57135510260478,0.333,0.602,4.58797869252777e-09
"RAB30-DT",1.54957817550245e-13,0.299744360645699,0.256,0.084,4.74186417485505e-09
"GLCCI1",1.92619699136274e-13,0.679615430403804,0.699,0.468,5.89435541326911e-09
"JUNB",1.99406856056765e-13,-0.584499805391875,0.103,0.387,6.10204920219307e-09
"HERC2",2.16156221744054e-13,0.367049029161506,0.474,0.226,6.61459654158978e-09
"PTK2B",2.6006294608506e-13,0.33008287412184,0.365,0.149,7.95818621314891e-09
"TRAF3IP3",3.30419935234176e-13,0.408545168518704,0.686,0.396,1.0111180438101e-08
"ACTB",3.43762361680699e-13,-0.610091372060764,0.635,0.795,1.05194720297911e-08
"HIVEP2",3.5248112675451e-13,0.572464518425625,0.801,0.581,1.07862749598148e-08
"PIP4K2A",4.27795469438561e-13,0.471705285340984,0.821,0.57,1.30909691602894e-08
"ATP2B1",4.48389521448487e-13,0.658003400270449,0.692,0.471,1.37211677458451e-08
"PVT1",4.65410184424616e-13,0.521528848223792,0.628,0.381,1.42420170535777e-08
"ANKRD36",5.16753073609439e-13,0.429317012497472,0.564,0.311,1.58131608055224e-08
"NCK2",7.30457968225711e-13,0.433275026066155,0.737,0.462,2.2352744285675e-08
"SYNRG",8.25627610003633e-13,0.411530918374487,0.583,0.325,2.52650304937212e-08
"H3F3B",9.92059507422909e-13,-0.549571560746986,0.41,0.641,3.03580129866484e-08
"AC245297.3",1.22800352876558e-12,0.319024521584736,0.346,0.142,3.75781359837555e-08
"AL592183.1",1.26981042118264e-12,0.269894961363598,0.244,0.08,3.88574686986098e-08
"PDE7A",1.39547961612072e-12,0.602396451541066,0.814,0.646,4.27030717329101e-08
"AC092652.1",1.67128936118189e-12,0.30825762626069,0.321,0.127,5.11431257415271e-08
"MT-ND4",1.81874627551182e-12,-0.449667586541163,0.904,0.996,5.56554547769371e-08
"AC006369.1",1.92259506307017e-12,0.261951811759209,0.205,0.061,5.88333315250103e-08
"DGKA",1.94385349941357e-12,0.441551955430615,0.538,0.306,5.94838609355548e-08
"UBC",2.36834103205416e-12,-0.515940022908096,0.186,0.459,7.24736039218892e-08
"COX7C",2.38987825537355e-12,-0.469064793819137,0.141,0.421,7.31326644926861e-08
"MIATNB",2.66729404148594e-12,0.394213211541556,0.404,0.189,8.16218649635111e-08
"LDAH",2.88802762136829e-12,0.299428848210176,0.218,0.069,8.83765332414911e-08
"DPYD",3.2445936068468e-12,0.485916986612073,0.955,0.884,9.92878089631191e-08
"AHNAK",3.8869422308578e-12,0.484388990598632,0.564,0.324,1.18944319206479e-07
"VPS13B",4.07658345349895e-12,0.447851527208737,0.891,0.726,1.24747530260521e-07
"AC087854.1",4.22292173437501e-12,0.310718251593803,0.353,0.147,1.2922562799361e-07
"HELB",6.03978703401313e-12,0.370065467795066,0.532,0.287,1.84823523027836e-07
"SEMA4D",6.33191197570572e-12,0.440105296169774,0.603,0.377,1.93762838368571e-07
"ATXN1",7.44399850344367e-12,0.559846216458012,0.865,0.668,2.2779379820388e-07
"AL157402.2",8.76091086612396e-12,0.273264312192283,0.282,0.106,2.68092633414259e-07
"CEP290",1.34669562067731e-11,0.333306727443998,0.295,0.117,4.12102326883464e-07
"PAG1",1.38085786241435e-11,0.55409790271233,0.859,0.689,4.22556314477416e-07
"DOCK2",1.45574769458269e-11,0.43552216202418,0.827,0.619,4.45473352019248e-07
"SLAMF1",1.63810920344023e-11,0.282713388585679,0.288,0.112,5.01277797344744e-07
"PREX1",1.69433361749652e-11,0.358138248175493,0.506,0.27,5.1848303029011e-07
"CD52",1.75454748452796e-11,-0.604597263828002,0.423,0.637,5.369090757404e-07
"LINC00426",1.76207369762398e-11,0.312989650656418,0.263,0.097,5.39212172209913e-07
"HMBOX1",2.12004923517736e-11,0.388664274018404,0.397,0.191,6.48756266456623e-07
"ELK3",2.16174746241934e-11,0.287709794424154,0.314,0.127,6.61516340974943e-07
"ATP2C1",2.50330843936896e-11,0.389678600915162,0.5,0.266,7.66037415531296e-07
"LIMS1",2.69213167989629e-11,0.341518398622931,0.372,0.165,8.23819215365063e-07
"ANKRD36C",3.22393879579618e-11,0.411825508395091,0.538,0.315,9.86557510901588e-07
