"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"175","ANKRD36",8.43973386601107e-31,0.459348494589203,0.606,0.302,2.58264296033805e-26
"176","FTX",1.35552375904828e-30,0.662979953406189,0.805,0.551,4.14803825506365e-26
"177","UBB",1.55469639994995e-30,-0.558340281294655,0.106,0.457,4.75752645348684e-26
"178","DPYD",2.15571514596552e-30,0.661736117643579,0.95,0.806,6.59670391816909e-26
"179","SERF2",3.03269405035623e-30,-0.595357313764616,0.188,0.529,9.2803470634951e-26
"180","ZBTB20",4.27761998252239e-30,0.635685905813703,0.936,0.768,1.30899449085168e-25
"181","GBP5",6.16750821250353e-30,0.483840892234035,0.571,0.275,1.8873191881082e-25
"182","RPL4",7.69318098754959e-30,-0.590628237244769,0.234,0.569,2.35419031400005e-25
"183","AC079793.1",8.53593629338992e-30,0.626796704338509,0.872,0.64,2.61208186514025e-25
"184","PTPRC",8.7890591431346e-30,0.413312444730547,0.996,0.995,2.68953998839062e-25
"185","GLCCI1",9.90511365832344e-30,0.619037918251435,0.567,0.288,3.03106383058356e-25
"186","RPS10",1.24083258926765e-29,-0.559709841226481,0.113,0.459,3.79707180641794e-25
"187","NACA",1.61534541207877e-29,-0.58018962970406,0.216,0.558,4.94311849550226e-25
"188","SYNRG",2.63688445978847e-29,0.488688480651952,0.585,0.295,8.06913013539869e-25
"189","CELF2",3.64146652972262e-29,0.508443945340178,0.965,0.874,1.11432517276042e-24
"190","SLFN5",3.79030067102065e-29,0.413566445231067,0.447,0.186,1.15986990833903e-24
"191","PLCL2",4.7058346985338e-29,0.57480349579479,0.794,0.518,1.44003247609833e-24
"192","ZMYND11",1.48485133492939e-28,0.425280361987943,0.436,0.185,4.54379357001743e-24
"193","DLEU2",2.58500362337862e-28,0.540869888190215,0.461,0.204,7.91036958790092e-24
"194","INPP4A",2.96711302150112e-28,0.51461657030072,0.716,0.429,9.07966255709559e-24
"195","UTRN",4.41879193813485e-28,0.522073732789126,0.986,0.915,1.35219452098864e-23
"196","RCSD1",5.04761591831972e-28,0.401020783974683,0.443,0.187,1.54462094716502e-23
"197","CHST11",1.78363925499222e-27,0.603751148537169,0.78,0.523,5.45811448420169e-23
