"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"544","KLHL2",2.04475504140082e-32,0.272029794557299,0.512,0.328,6.25715490219065e-28
"545","PRKAG2",2.22928521544374e-32,0.285624093019218,0.776,0.602,6.82183568777938e-28
"546","CELF2",2.54872237090173e-32,0.275036591108504,0.941,0.886,7.79934532719639e-28
"547","MEF2A",3.39439158237169e-32,0.286262095574507,0.895,0.722,1.03871776812156e-27
"548","SENP6",3.64712533912725e-32,0.252374626197063,0.65,0.448,1.11605682502633e-27
"549","TANK",3.80608974359106e-32,0.288885987616455,0.831,0.665,1.1647015224363e-27
"550","RPS6KC1",4.02052908326663e-32,0.297299948896992,0.56,0.375,1.23032210477042e-27
"551","SGMS1",5.53714661465607e-32,0.276666732140901,0.502,0.318,1.6944222355509e-27
"552","RB1",5.72798512332331e-32,0.323828610529616,0.69,0.519,1.75282072758817e-27
"553","CERS6",7.1272825814511e-32,0.320983463502447,0.657,0.479,2.18101974274985e-27
"554","TAOK3",7.8654730518032e-32,0.27727822367104,0.816,0.676,2.4069134085823e-27
"555","NF1",9.97588191293889e-32,0.292249713361403,0.501,0.314,3.05271962417843e-27
"556","LARP4B",1.20340754065361e-31,0.25413273968911,0.583,0.391,3.68254741515412e-27
"557","FOXO3",1.20622390368972e-31,0.296870923210549,0.544,0.361,3.69116576768092e-27
"558","SMCHD1",1.43248627146929e-31,0.324711275380385,0.906,0.83,4.38355123932317e-27
"559","VAV3",1.60651655888722e-31,0.341349932200411,0.644,0.475,4.91610132185077e-27
"560","APBB1IP",1.7216815639624e-31,0.287736603989865,0.724,0.572,5.26851775388134e-27
"561","SRBD1",1.92281438830081e-31,0.286087479906588,0.354,0.194,5.88400430963932e-27
"562","CERT1",2.94061547290033e-31,0.277358569705966,0.668,0.485,8.99857740862231e-27
"563","PLBD1",3.38043518011005e-31,0.304170211540209,0.436,0.261,1.03444696946547e-26
"564","NCF2",3.93082232477433e-31,0.261121675651521,0.705,0.51,1.20287093960419e-26
"565","NFIA",3.97340066587834e-31,0.279247462512284,0.28,0.134,1.21590033776543e-26
"566","R3HDM1",4.03059144375558e-31,0.266492962295004,0.386,0.219,1.23340128770364e-26
"567","AGO4",4.41994541608179e-31,0.268826293617246,0.551,0.363,1.35254749677519e-26
"568","ZFHX3",4.6371172749094e-31,0.280199383985729,0.494,0.312,1.41900425729503e-26
"569","SAMSN1",5.92094655515986e-31,0.382101286027987,0.517,0.344,1.81186885534447e-26
"570","FBN2",7.39430044141173e-31,0.29731482066964,0.28,0.136,2.2627298780764e-26
"571","SLC36A4",1.28314566122522e-30,0.287997176083807,0.505,0.326,3.9265540379153e-26
"572","CLIP4",4.17807554512915e-30,0.262629037742355,0.423,0.255,1.27853289756497e-25
"573","ANKRD17",4.69410758053237e-30,0.274485751574299,0.675,0.505,1.43644386071871e-25
"574","MAP2K1",6.50195375088027e-30,0.260584224603974,0.488,0.309,1.98966286730687e-25
"575","FOS",7.08370057071109e-30,-0.311414590439836,0.276,0.446,2.1676832116433e-25
