"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"150","CD226",1.48269393894669e-42,0.586489766671886,0.686,0.382,4.53719172257077e-38
"151","SERF2",4.39897328259414e-42,-0.63455021618652,0.249,0.596,1.34612981420663e-37
"152","PYHIN1",5.85221877199258e-42,0.627046766194636,0.841,0.598,1.79083746641745e-37
"153","LINC00861",6.43445238391127e-42,0.556319744227488,0.581,0.286,1.96900677400069e-37
"154","CD7",1.21727594786287e-41,-0.67442617535294,0.343,0.652,3.72498612805517e-37
"155","BTG1",1.56629980420576e-41,-0.635719831095201,0.703,0.86,4.79303403085003e-37
"156","PTGDR",2.59079856712277e-41,0.47493763529691,0.586,0.285,7.9281026952524e-37
"157","UBB",2.60423807152042e-41,-0.620433319724279,0.192,0.541,7.96922892265965e-37
"158","CTSW",9.00620040130853e-41,-0.649387729724922,0.373,0.673,2.75598738480442e-36
"159","KLRF1",1.85761944972474e-40,0.563108217921684,0.914,0.707,5.68450127810269e-36
"160","RPL36A",1.93138187830773e-40,-0.636653399308357,0.208,0.549,5.9102216858095e-36
"161","JAKMIP2",2.57108371707133e-40,0.596716853935905,0.484,0.214,7.86777328260999e-36
"162","FYB1",5.3608176058835e-40,0.645097420624763,0.811,0.558,1.64046379557641e-35
"163","GZMB",5.60982634251659e-40,-0.768836471941195,0.514,0.738,1.7166629590735e-35
"164","GFOD1",6.19518646382852e-40,0.666328749007911,0.514,0.248,1.89578900979616e-35
"165","ZNF718",1.62321738500577e-39,0.450191578494885,0.438,0.179,4.96720751985614e-35
"166","TOX",2.20048343835551e-39,0.845863119388789,0.754,0.5,6.73369936971168e-35
"167","HCST",4.13746396050479e-39,-0.639378232848604,0.259,0.585,1.26610534655407e-34
"168","MT-CYB",5.15077074946565e-38,-0.560726376349954,0.959,0.999,1.57618735704398e-33
"169","RABGAP1L",3.18171120053234e-37,0.550347422755248,0.968,0.903,9.736354444749e-33
"170","MCTP2",5.66569126095671e-37,0.512710314058696,0.97,0.873,1.73375818276536e-32
"171","DLEU2",6.0867830645746e-37,0.536104241529109,0.559,0.28,1.86261648559047e-32
"172","ZNF331",9.20162127947257e-37,-0.74459501446312,0.17,0.505,2.8157881277314e-32
"173","ANKRD36",1.4394130480556e-36,0.455286275233884,0.514,0.247,4.40474786835495e-32
"174","RACK1",3.26867345326038e-36,-0.560223133958552,0.2,0.523,1.00024676343221e-31
"175","KLRC4",6.93347034830372e-36,0.265462411918401,0.257,0.077,2.12171126128442e-31
"176","IQGAP2",1.53975850006593e-35,0.546583813023639,0.938,0.811,4.71181498605174e-31
"177","AC087854.1",1.7170751002951e-35,0.313580185730514,0.351,0.127,5.25442151441303e-31
"178","ARHGAP25",2.08074871482671e-35,0.429743430908833,0.503,0.235,6.36729914224122e-31
"179","RCSD1",2.17640317192232e-35,0.384094487084907,0.459,0.202,6.66001134639948e-31
"180","LCP2",2.31926741155012e-35,0.412599442433284,0.541,0.262,7.09719020608451e-31
"181","RPL6",2.46075392483569e-35,-0.574380079586428,0.332,0.633,7.5301530853897e-31
"182","ASXL2",2.58874216352309e-35,0.306485751247446,0.322,0.112,7.921809894597e-31
"183","DTHD1",3.38502141098123e-35,0.706935356702414,0.527,0.289,1.03585040197436e-30
"184","SMAD2",3.90282775230437e-35,0.443042875087401,0.559,0.276,1.19430432048266e-30
"185","PHF21A",4.41524098040243e-35,0.526887703180276,0.646,0.366,1.35110789241295e-30
"186","RPLP0",5.26749496117611e-35,-0.554446262910513,0.138,0.462,1.6119061330695e-30
"187","STK39",6.64284167352868e-35,0.572515104238452,0.849,0.623,2.03277598051651e-30
"188","ANKRD44",8.62583631611968e-34,0.48404159819667,0.965,0.874,2.63959217109578e-29
"189","AC002463.1",9.37503887155355e-34,0.285384306632407,0.243,0.073,2.8688556450841e-29
"190","SLFN12L",1.00421382809351e-33,0.532101819686454,0.797,0.56,3.07299473534896e-29
"191","DDX17",1.17589525273121e-33,0.448279367506517,0.884,0.661,3.59835706288278e-29
"192","SRGN",3.00082803384234e-33,-0.583044872809454,0.716,0.866,9.18283386636094e-29
"193","TMEM131L",3.13199887285516e-33,0.530407949351471,0.616,0.341,9.58422975082409e-29
"194","AC243829.2",3.88860687900352e-33,0.335819890751227,0.203,0.055,1.18995259104387e-28
"195","FTX",3.92487776209864e-33,0.501258498972837,0.819,0.55,1.20105184397981e-28
"196","VAV3",4.82103828242548e-33,0.631547733561969,0.889,0.714,1.47528592480502e-28
"197","CLOCK",6.1691561909985e-33,0.350688778037306,0.284,0.096,1.88782348600745e-28
"198","TOMM7",6.59828483788513e-33,-0.486298103371066,0.084,0.392,2.01914114324123e-28
"199","RESF1",7.97295968953798e-33,0.442388692458191,0.568,0.298,2.43980539459552e-28
"200","MBP",1.34355093475362e-32,0.51023026328474,0.851,0.64,4.11140021543957e-28
"201","SETX",1.48278354674599e-32,0.46067395640069,0.657,0.378,4.53746593139742e-28
"202","JUNB",2.28135475826427e-32,-0.63342646932406,0.159,0.465,6.9811736957645e-28
"203","NEAT1",2.39335815811249e-32,0.558832025979351,0.865,0.685,7.32391529964004e-28
"204","SYNE2",3.12235261698458e-32,0.589414380578394,0.884,0.785,9.5547112432345e-28
"205","SLC16A7",5.6192887856373e-32,0.47101872603858,0.551,0.291,1.71955856129287e-27
"206","RNF213",6.87492044471579e-32,0.470755751620104,0.941,0.802,2.10379440528748e-27
"207","TENM1",1.01349322855564e-31,0.363958295522815,0.316,0.118,3.10139062870312e-27
"208","MACF1",1.28553819838511e-31,0.510137426750537,0.854,0.66,3.93387544087827e-27
"209","CLEC2D",1.65515338496361e-31,0.555448805886177,0.803,0.569,5.06493487332716e-27
"210","TRANK1",1.77967828821583e-31,0.366729202381049,0.446,0.202,5.44599352976926e-27
"211","RPL36AL",2.50474179090117e-31,-0.491508780863127,0.143,0.444,7.66476035433666e-27
"212","LINC01138",4.84984768501613e-31,0.433146493571075,0.554,0.295,1.48410189009179e-26
"213","LNPEP",5.23987728907356e-31,0.472460808595022,0.757,0.51,1.6034548492294e-26
"214","ZNF638",5.7012091938314e-31,0.426918550429096,0.586,0.326,1.74462702540435e-26
"215","COX4I1",5.97429874819211e-31,-0.466013979734571,0.105,0.408,1.82819515993427e-26
"216","DOCK10",7.14639579853928e-31,0.551188599256627,0.9,0.734,2.18686857831101e-26
"217","FNDC3B",7.19874305857875e-31,0.621104879347088,0.873,0.715,2.20288736335568e-26
"218","CELF2",7.71714815312426e-31,0.484095116379469,0.954,0.862,2.36152450633756e-26
"219","VPS13C",8.4945978752244e-31,0.46830331848722,0.87,0.655,2.59943189579742e-26
"220","INPP4A",1.24530169647946e-30,0.533160881797017,0.743,0.518,3.81074772139678e-26
"221","RFX3-AS1",1.27712728510796e-30,0.463511696336726,0.435,0.201,3.90813720515888e-26
"222","PTPN4",1.30564009898504e-30,0.480320099089789,0.838,0.624,3.99538926690411e-26
"223","NCOA2",1.88549492604918e-30,0.524755777905541,0.805,0.59,5.76980302320311e-26
"224","SH3BGRL3",2.05588676715536e-30,-0.563750885174697,0.224,0.511,6.29121909617213e-26
"225","TGFBR1",2.14196508334121e-30,0.411756852092391,0.489,0.24,6.55462735153243e-26
"226","ITGA4",6.11940475126482e-30,0.552116631574004,0.843,0.628,1.87259904793455e-25
"227","HSP90AA1",9.98885628245121e-30,-0.551575349435105,0.354,0.619,3.05668991099289e-25
"228","ATF7IP",1.37206679758316e-29,0.46796707260508,0.727,0.469,4.19866160728423e-25
"229","MAP3K5",1.53924264188335e-29,0.47939089792773,0.654,0.383,4.71023640842724e-25
"230","GLCCI1",1.78492408003742e-29,0.504834195528784,0.551,0.299,5.46204617732251e-25
"231","ARAP2",2.0178814622286e-29,0.574357713329672,0.841,0.635,6.17491906256575e-25
"232","INTS6",3.00426894142389e-29,0.359194179081289,0.4,0.175,9.19336338765124e-25
"233","GZMM",3.20239041760289e-29,-0.5117284187073,0.219,0.502,9.79963491690662e-25
"234","NPIPB5",3.32953566201901e-29,0.26378895886053,0.297,0.11,1.01887120793444e-24
"235","RPE",4.26951660892449e-29,0.306517131438834,0.359,0.15,1.30651477749698e-24
"236","AC092652.1",5.29021434597062e-29,0.264172834585457,0.227,0.072,1.61885849201047e-24
"237","TNIK",6.23395758910886e-29,0.580259274001627,0.83,0.66,1.9076533618432e-24
"238","ADGRG5",7.10108399734324e-29,0.42882166633163,0.495,0.252,2.173002714027e-24
"239","C22orf34",9.72786490817099e-29,0.421695355618385,0.489,0.245,2.9768239405494e-24
"240","FCER1G",1.03464987220131e-28,-0.542285312944913,0.222,0.498,3.16613207392323e-24
"241","NACA",1.45034554561464e-28,-0.482948832448279,0.197,0.48,4.43820240413535e-24
"242","CNTRL",1.46245710960628e-28,0.408051318015844,0.468,0.23,4.47526500110616e-24
"243","DOCK2",1.5727235006239e-28,0.48331501532256,0.808,0.603,4.8126911842592e-24
"244","NEK7",1.71564345409341e-28,0.477273205172295,0.614,0.356,5.25004053387126e-24
"245","FAM49A",3.19589030225465e-28,0.310339664887933,0.297,0.113,9.77974391392945e-24
