"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"147","EIF3K",6.94751384130281e-13,-0.690490414164339,0.088,0.545,2.12600871057707e-08
"148","ATP5MC2",1.40185067227982e-12,-0.643321093637637,0.074,0.524,4.28980324224347e-08
"149","DDX17",1.46889053863513e-12,0.632210922350806,0.956,0.695,4.49495193727736e-08
"150","RIPOR2",1.48489754755623e-12,0.743354353704689,0.838,0.562,4.54393498527682e-08
"151","AFF3",2.3737173906245e-12,0.72940432984044,1,0.956,7.26381258705004e-08
"152","SSR4",2.44194269984647e-12,-0.648526252768898,0.074,0.519,7.47258885580017e-08
"153","UQCRB",2.94661485322382e-12,-0.613608754969672,0.029,0.47,9.01693611235021e-08
"154","BAZ2B",3.55691472409893e-12,0.628177865384717,0.882,0.62,1.08845147472151e-07
"155","LGALS1",3.7152796122776e-12,-0.907300731181636,0.059,0.502,1.13691271415307e-07
"156","ATP5MG",3.72310362693596e-12,-0.630840756199866,0.118,0.556,1.13930694087867e-07
"157","ZNF710",3.77809696348145e-12,0.483000089775702,0.588,0.23,1.15613545179496e-07
"158","ANKRD44",4.6840298844475e-12,0.652744765608019,0.956,0.824,1.43335998493978e-07
"159","PLD4",4.74665817620654e-12,-0.801298667631629,0.221,0.658,1.45252486850096e-07
"160","ARPC1B",5.2035596759125e-12,-0.674000005208436,0.265,0.683,1.59234129642598e-07
"161","RPL36AL",6.69301378403377e-12,-0.606204860159864,0.074,0.516,2.04812914805217e-07
"162","HLA-DPA1",9.06986698877527e-12,-1.19111380176825,0.559,0.86,2.77546999723512e-07
"163","VAMP8",1.02737476920978e-11,-0.606920622464778,0.132,0.559,3.14386953125883e-07
"164","DOCK8",1.08308004892401e-11,0.658528260424733,0.941,0.751,3.31433325771236e-07
"165","MT-ND1",1.16083118739405e-11,-0.738755292041416,0.912,1,3.55225951654453e-07
"166","MT-CO3",1.16601058765812e-11,-0.757769548995245,0.956,1,3.5681089992926e-07
"167","UTRN",1.1829185890354e-11,0.767787172794569,0.941,0.854,3.61984917430722e-07
"168","ARHGAP31",1.24972718530002e-11,0.6349220212258,0.735,0.401,3.82429015973659e-07
"169","MEF2C",1.44003277608151e-11,0.678891182580719,0.971,0.929,4.40664429808703e-07
"170","COX8A",1.94883705689069e-11,-0.576843767754253,0,0.414,5.9636362777912e-07
"171","COMMD6",2.4957437302399e-11,-0.586074382773863,0.015,0.43,7.63722538890711e-07
"172","PPIB",2.61711657925813e-11,-0.611839510754662,0.103,0.523,8.00863844418779e-07
"173","HLA-DMA",2.85201315262919e-11,-0.699326903750263,0.265,0.652,8.72744544836059e-07
"174","MARCH1",3.09824278548129e-11,0.718645915167222,0.868,0.62,9.48093274785128e-07
"175","VAV3",3.23070137624646e-11,0.693117037098095,0.926,0.735,9.88626928145179e-07
"176","SRP14",3.99499494762468e-11,-0.595609744920665,0.132,0.545,1.22250840392263e-06
"177","HSP90AA1",4.47406410210976e-11,-0.617794113986651,0.25,0.658,1.36910835588661e-06
"178","VPS13C",4.79151434281804e-11,0.62387108099588,0.941,0.766,1.46625130404575e-06
"179","SHTN1",5.58093252418899e-11,0.651336410046275,0.75,0.415,1.70782116172707e-06
"180","AL136171.2",5.61905070687158e-11,0.262180631848846,0.25,0.054,1.71948570680977e-06
"181","CCNH",5.8853927979538e-11,0.567526090859009,0.75,0.418,1.80098905010184e-06
"182","VIM",5.99332098740158e-11,-0.941077396614659,0.471,0.813,1.83401615535476e-06
"183","HNRNPA1",6.04757183326023e-11,-0.591537208579358,0.265,0.646,1.85061745669596e-06
"184","SEC61B",6.32471068833541e-11,-0.654869398980438,0.221,0.632,1.93542471773752e-06
"185","HDAC9",6.48170020200914e-11,1.04558146846009,1,0.852,1.98346507881682e-06
"186","FTX",6.64516516741695e-11,0.677933581255547,0.912,0.669,2.03348699288126e-06
"187","HCG18",6.85942948806037e-11,0.276129580239904,0.279,0.066,2.09905401764136e-06
"188","ARHGAP15",7.19863892407683e-11,0.703345079716402,1,0.916,2.20285549715675e-06
"189","PTPRE",9.0325679807981e-11,0.59651703050461,0.941,0.772,2.76405612780403e-06
"190","NIPBL",9.62783548390075e-11,0.505401298909226,0.956,0.714,2.94621393642847e-06
"191","ITM2C",9.99317103172008e-11,-0.742883547892105,0.088,0.498,3.05801026741666e-06
"192","DISC1",1.04736774153796e-10,0.748902435171183,0.75,0.488,3.2050500258803e-06
"193","PPP1R14B",1.0567476462902e-10,-0.71002459481035,0.118,0.519,3.23375347241264e-06
"194","SUMO2",1.58087334869877e-10,-0.543785420086723,0.074,0.473,4.83763053435311e-06
"195","CSTF3",2.08639150266545e-10,0.365447057991567,0.456,0.16,6.38456663730654e-06
"196","ENO4",2.3007540585536e-10,0.332139455585518,0.353,0.104,7.04053749457986e-06
"197","SCFD2",2.33221711917285e-10,0.605087605316464,0.721,0.438,7.13681760638083e-06
"198","HSP90AB1",2.70636776623755e-10,-0.5613240790365,0.147,0.555,8.28175600146353e-06
"199","SLC25A5",3.37013971489506e-10,-0.530107318910127,0.044,0.432,1.03129645415504e-05
"200","WDFY2",3.86965922981709e-10,0.663513149142735,0.838,0.62,1.18415442091633e-05
"201","NOP53",3.93625885852408e-10,-0.536536451835346,0.044,0.431,1.20453457329695e-05
"202","MT-CO2",4.36723244353508e-10,-0.655635795212484,0.941,1,1.33641680004617e-05
"203","LSP1",5.42021288030425e-10,-0.578221504870737,0.265,0.625,1.6586393435019e-05
"204","RASA1",5.9894990144461e-10,0.568777072980218,0.544,0.246,1.83284659341065e-05
"205","MZT2B",6.48062607715326e-10,-0.502671773604174,0,0.37,1.98313638586967e-05
"206","HLA-DPB1",7.35345116856617e-10,-1.02013522532244,0.574,0.885,2.25022959209294e-05
"207","MYL12B",7.91496296495261e-10,-0.535911495487522,0.132,0.514,2.42205781690515e-05
"208","TMA7",7.94114665379003e-10,-0.526585959053496,0.059,0.439,2.43007028752629e-05
"209","COX6B1",8.45733316025858e-10,-0.516832631536548,0.015,0.387,2.58802852037073e-05
"210","ENTPD1-AS1",9.23522709554312e-10,0.66317727303402,0.574,0.281,2.82607184350715e-05
"211","ITGA4",9.32862756782719e-10,0.753829247470922,0.809,0.55,2.8546533220308e-05
"212","COX6A1",1.09137873289617e-09,-0.526236041880003,0.044,0.419,3.33972806053555e-05
"213","WDFY4",1.31909662495674e-09,0.733081655835164,0.926,0.77,4.03656758203013e-05
"214","CEP128",1.36235322889636e-09,0.752703254901593,0.735,0.49,4.16893711574575e-05
"215","ATP5F1A",1.4570418180701e-09,-0.502176466907689,0.059,0.432,4.4586936674763e-05
"216","UBB",1.61728649471078e-09,-0.54812435581106,0.074,0.447,4.94905840246447e-05
"217","IGKC",1.64615871713409e-09,-0.760668991191161,0.132,0.516,5.03741029030202e-05
"218","CARMIL1",2.14843814198025e-09,0.57222388861607,0.618,0.318,6.57443555827376e-05
"219","PLCL2",2.1750689825375e-09,0.55030601864547,0.809,0.497,6.65592859346301e-05
"220","ARPC3",2.32043313527662e-09,-0.533657254177907,0.309,0.673,7.10075743725998e-05
"221","ERP29",2.4976105806343e-09,-0.532400003518044,0.206,0.568,7.64293813779902e-05
