gene	GLDS-100.16.female.Eye.ISS.37	GLDS-101.16.female.Muscle.ISS.37	GLDS-102.16.female.Kidney.ISS.37	GLDS-103.16.female.Muscle.ISS.37	GLDS-104.16.female.Muscle.ISS.37	GLDS-105.16.female.Muscle.ISS.37	GLDS-137.18.female.Liver.ISS.37	GLDS-161.16.female.Adrenal.ISS.37	GLDS-162.16.female.Eye.ISS.37	GLDS-163.16.female.Kidney.ISS.37	GLDS-168.16.female.Liver.ISS.37	GLDS-194.18.female.Eye.ISS.40	GLDS-238.9.male.Skin.Earth.30	GLDS-239.9.male.Skin.Earth.30	GLDS-240.30.female.Skin.Earth.30	GLDS-241.30.female.Skin.Earth.30	GLDS-242.10.male.Liver.Earth.33	GLDS-243.32.female.Skin.Earth.30	GLDS-243.32.female.Skin.ISS.60	GLDS-244.32.female.Thymus.Earth.30	GLDS-244.32.female.Thymus.ISS.60	GLDS-245.36.female.Liver.Earth.30	GLDS-245.36.female.Liver.ISS.60	GLDS-246.36.female.Spleen.Earth.30	GLDS-246.36.female.Spleen.ISS.60	GLDS-247.36.female.Colon.Earth.30	GLDS-247.36.female.Colon.ISS.60	GLDS-248.36.female.Lung.Earth.30	GLDS-248.36.female.Lung.ISS.60	GLDS-253.11.female.Kidney.ISS.25	GLDS-253.11.female.Kidney.ISS.75	GLDS-254.11.female.Skin.ISS.25	GLDS-254.11.female.Skin.ISS.75	GLDS-98.16.female.Adrenal.ISS.37	GLDS-99.16.female.Muscle.ISS.37
2610306M01Rik	0.11964027948911905	-0.4408709284023049	-0.1853803510512577	-0.6311014869231542	0.22240118715205853	-0.5588064649147239	-0.23747001714062554	0.009540205666523494	-0.059514807048028154	-0.12244839291254805	-0.20531843608912295	-0.19865270875016058	0.06620115688869886	0.11384954897158209	-0.23115724480570915	0.29910808821020035	0.466540486470607	-0.2003645429897384	-0.18445669000482864	0.25683343825749777	-0.0649112421005896	-0.02327772781483602	-0.07756450936467081	-0.161297732117898	-0.12926687066310324	-0.04772798205096469	8.836953991959978e-4	-0.14235169011252127	-0.11853715443771824	-0.05353924506660481	-0.10140485460201888	-0.13761600948644498	-0.05891119996745257	0.025213941028833564	-0.4063768852112299
2810013P06Rik	0.12960637520055665	-0.15577776795508502	-0.06109363998433689	-0.19712451678182163	-0.09879484120636113	-0.15515243933347167	0.015032464576747706	0.06669889707925282	0.0685112053789827	-0.15898605385189732	-0.24424768009710493	-0.0232383374984039	0.2768038434419296	0.12265352093234799	-0.13074434184796452	-0.0974182232693263	0.19109634008787277	-0.050922271859648295	-0.23741953041217895	-0.2391326226120996	-0.2729017995723919	-0.0052796601921403395	-0.35423820911670306	-0.030956725453605248	-0.07473531893854336	0.04169021954691921	0.05249055274303719	0.018650740267677542	-0.06277267399296733	-0.1562955543956617	-0.2114433548768835	0.17173964275502826	-0.17640395846357804	-0.28611770123612845	0.018840362114800443
2810430I11Rik	-0.9845236991755864	0.09186883877036149	NA	0.43052530650590726	0.4293252134995947	0.0476754578406018	0.8074817355608035	0.20092649004573662	0.016601519760914032	-1.1718653394986631	0.03555924663662755	0.15042802479397402	-0.10554199832933502	-0.6562002266724558	NA	0.2076319661841147	NA	0.6157697512855239	1.0972358825430226	0.326547214825005	1.1867308235447427	-0.4862662373075511	0.9525805026271283	0.46449537748214104	NA	0.460396048058249	0.5325730133243889	0.3695823717039746	0.31088134135061357	0.4951972457925383	0.07402726373574141	0.5755552607264555	0.4955972352528647	0.4344758436066123	-0.6423134899687825
2900005J15Rik	0.3909643650816387	0.5081815167124237	0.1788315267758908	0.5561043418167237	0.19571522627579002	-0.3912775633356181	0.383615841305452	0.08524850715482236	0.16821007454288592	-0.13088233972647406	0.3646008639056449	-0.11138699122409573	0.8855720767059082	0.5815154038298688	-0.02931438739477825	-0.1396364922266687	-0.24114024566978376	0.4185346399512003	0.4939331074768511	0.15905527503022793	0.3462910425626284	0.3230089504499191	0.2764833566080165	0.16364924605592163	-0.4673729269968234	0.13852970141459856	-0.13127844804041297	0.10541620377102026	0.40402153625467346	-0.15757918274647945	-0.08677044049178387	0.168575989884743	0.41898205419898393	0.14262562905685366	-0.11339935141345019
2900026A02Rik	-0.4494226624093262	0.21685683905813274	-0.399206772638593	-0.012129396633788987	0.3584788839700941	-0.13463678647374674	0.04470060824273776	0.11180578291999188	0.0529149891692399	0.4488915252834638	-0.49049192558766996	0.2944327272274147	0.3234036876318532	-0.15187922748493957	0.49080923462917553	-0.08993189596890919	0.3859719258818275	-0.02759802215477226	0.22194536282718136	0.439528008911806	0.40770642780850574	0.06725156934828656	0.390792076068376	-0.008150847650005798	-0.005247111578173521	0.05151123875115127	0.32564290159937753	-0.011737260932068193	0.09422565658149157	0.02274644977215998	0.11530624431916207	-0.030577595796886726	0.17162658426198446	-0.16671898469377738	0.30538176291253155
3830408C21Rik	0.12432367465372654	0.11973585580773347	0.1830422764614057	0.25020861256433985	0.5897293190202141	0.2372582393844551	0.0940107529218702	0.16003305507337304	0.2664839798158806	0.0534766160665447	0.16295621313735265	-0.09945895797876769	0.3824184422648407	0.6037477022969419	0.07599681934073095	-0.32174004712338483	0.5055599907390426	0.3448251493677098	0.14710413311421958	-0.10525275737481149	-0.16797271380013468	0.09504019019442737	0.0030600311745509236	0.2918088365155061	-0.1345436934560134	0.02273510277805665	0.06974849735930948	0.06967959304466657	0.13649842731276648	0.26837217528747404	-0.4264532346710338	0.5820113447456859	0.039675441189020354	0.1439666845751172	0.02058375381893905
4732463B04Rik	NA	NA	-0.17993212795566887	NA	NA	NA	0.33924257581561756	-0.48318102414211755	0.046445975352653567	0.09221388080811896	-0.7360127171463458	0.09157079509690501	-1.77519073157181	-1.0525068217781286	NA	-0.8590638280892322	NA	-1.1096692357411702	-2.6177020392022383	-1.4566857485473124	NA	0.41683150429742755	-0.8514457961832032	2.0005529176942076	NA	NA	NA	1.2816946552937964	NA	0.17720972302235824	-0.10646631003048346	-0.47827067038647203	NA	NA	NA
4732491K20Rik	0.4314872297038467	0.18870846594737326	0.33296267421815195	0.36653040301723755	-0.00221913704804974	-0.22525611198746248	-0.044521900558661405	0.09557685909535385	0.22738602884117712	0.21546436778548914	0.2971829606049838	0.051314665427066884	0.44655162051976227	0.022917696400922286	-0.10837833376759402	-0.1439841405311886	-0.16727461071689537	0.16431076158333682	0.07116390791881665	0.519034788691655	-0.08316856279119082	-0.009900681876165232	0.0767613139211991	9.026130746454641e-4	-0.09142738170105101	0.0959922491305187	-0.05256634449321193	0.05722534700147634	0.05487587057404813	-0.15353309433033555	-0.08117277839680444	0.3182197197992536	0.2372595796614806	0.03381359253310555	-0.0866372702061709
4833412C15Rik	0.5159823951129998	-0.16059001405375847	0.14634690754841795	0.4054534528258993	0.7544078444058863	-0.3854210367758286	0.3611239573644434	0.32582106573769626	0.08653102768147544	0.5557981692962368	0.49431715180502983	0.514142863014667	0.3081438074346611	0.5185437107166851	0.27887184190670355	-0.4916275090827599	-0.3319864274952367	0.01671557963337098	0.2999343487145328	0.1698581099914023	0.3485429891440945	0.420983729701721	0.3326961939598264	0.6412398455334045	-0.39336688236979245	0.059360077394569014	-0.028618357896872143	0.11223791331477463	0.1798715763868871	-0.021864136222320776	-0.04373185113061993	0.5555780876895263	0.302415128633529	0.2178710094798146	-0.22005790172732836
4930417O13Rik	NA	NA	NA	NA	NA	NA	-0.05154169666958179	NA	2.1882861635444355	-3.187267571748509	0.4122112464025735	NA	0.04315514384140137	0.3076998853201526	-0.09178838196021716	-0.7995901490576345	NA	0.19312661477623408	0.09886094137708888	-1.2778505912391196	-0.7408198719688682	0.5448450768056119	-0.033656845151594346	-0.28049079599003895	-0.24644908396309292	-0.8810373582884039	-1.55632665518792	-0.639802737905228	-0.671739696290756	-0.06228428277799367	NA	-0.3771758293350179	0.4649394608237788	NA	NA
4930438A08Rik	-2.033976380262176	NA	NA	NA	NA	NA	NA	0.03757065302565946	0.06644312895314973	-2.395934340799065	NA	NA	-0.876174383860175	-0.729415947779303	0.12936060911144737	-0.003868806578810047	NA	-0.749655284420334	-1.4281483691181005	0.6690843613546342	NA	NA	NA	-1.0759846945107452	-0.08079138431700929	-0.8551289505588635	-0.7611832420265794	-2.1559373798776447	NA	0.9646448806706909	NA	-1.0931598466757333	-1.0655068218754806	-0.35016684828068384	NA
4931440P22Rik	0.1417466204973847	0.5062026789051088	NA	0.4053583196150842	0.9072752958641501	0.6714015568776951	0.10525008534188075	0.7431534474424932	-0.4279430226987658	0.13589505287393217	0.07565878855866814	0.6288709249991602	0.44681031199861165	-0.17598621031161	-0.1650772993842479	0.026700057096066862	0.296819034874341	0.57520211430056	0.22238354385072012	0.5328936345183629	0.571442720789469	-0.16138734419956158	0.26442261181539073	-0.07911761335499495	0.22922679373727436	0.0998719884798824	-0.4672218694134581	0.46381651003236146	0.24348575492203148	-0.24333787750932284	0.4480088071109855	0.28437588884106224	0.4966171607523481	0.772682571265353	-0.555661573701892
4933415A04Rik	NA	NA	NA	NA	2.289818745321934	0.5030179780446974	0.07566195784211105	1.3927994619495139	-0.17773953452730556	-0.3096021789973153	0.6050202700274598	0.6058844492912406	0.12725234567002955	0.4470088077493453	NA	0.10622710710882163	0.15834047458923264	-0.34587372190187654	-0.3850822524675076	-0.6823063859600669	-0.6447188700813139	0.5611009092011924	0.8368876498706936	0.2673092445546363	NA	0.28707326576449743	-0.09252567415623052	0.44581357274466016	1.3115526856022708	0.2538395642574608	-0.21366505776428474	0.5425165967674814	NA	0.8841799656774011	1.7425797519364479
4933421O10Rik	0.199475422499537	0.25610673659648314	-0.05341999245577035	0.23728563882392797	0.44100741889505696	0.3020068436551849	-0.10737097983009034	0.10106569652892954	0.09180416433428856	0.25152945293503476	0.04793223526105235	0.22552217297728502	0.011650081439366513	0.22057987182463745	-0.06933422750960547	-0.1257752416288364	-0.29321990231797995	0.20134821733466501	0.30743647786868883	0.04883552109220695	0.2629314781587397	0.19890117819345207	0.010870173781314192	-0.06927412753515691	-0.08287359891428873	0.04629389712111483	-0.06823250675800514	0.2033057999026317	-0.024521454899056716	0.0036791480702834866	-0.0902895968701361	0.21059597815968015	0.03713940929674704	-0.3918317269893737	0.32170165685082086
4933431E20Rik	0.4401264058468728	0.034632962907924086	0.11762337216127321	0.10181039566952922	-0.08649477182148152	-0.5381552666281791	0.08106468953043254	-0.13976860693912582	0.47967140522540586	0.09870479699932566	0.2602677977401794	0.14357624672110852	0.28398194410969474	0.03005153604195869	-0.052987308590344444	-0.047384152385715625	0.1748576876742576	0.2616950397331879	-0.022170526324488862	0.14703478365026112	0.401249048888871	0.237041214993326	0.6707229998119548	-0.25745186926600916	0.3834029435223054	-0.060339699254182505	0.1515282762162543	2.1714102389933953e-4	-0.1736355889869285	0.19714391308411308	0.026940637004963405	-0.24424132357200873	0.0431820622407937	0.25309409000972605	-0.44925820499111796
