gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ppic	814.7936238961374	-0.07782472570757162	0.034990429244310915	-2.2241717917828954	0.0261368881510358	0.14042202790981048
Ppid	1768.8797633302413	-0.03757112947575373	0.02499981215854474	-1.5028564709800114	0.13287605995622798	0.3665749658617591
Ppie	457.5097341427823	-0.02442151444158766	0.02504316993065881	-0.9751766453371346	0.3294726448037882	0.5974328182558696
Ppif	1023.9075594821941	-0.003038195259773815	0.03667181912668898	-0.08284822875237952	0.9339722199126538	0.9743949039130876
Ppig	1963.644540860183	-0.040474304250927205	0.02842169799959656	-1.424063553539332	0.15442807561230096	0.39832638550791916
Ppih	347.38459792258095	-0.10787148610992929	0.02621837362683005	-4.114346970764852	3.882770377793445e-5	0.0018260761334006968
Ppihl	21.267920916497506	-0.251783846946176	0.12187904949231318	-2.0658501029912926	0.038842635521396746	0.180958149011214
Ppil1	494.19292556815867	0.010538187820144443	0.035715977775013244	0.29505527992339936	0.76795165110410335	0.9003471277010634
Ppil2	2023.5375124970085	-0.02281620596084344	0.013233526871853927	-1.7241213307520222	0.08468594207382714	0.28378522447792953
Ppil3	515.1936590461171	-0.08018453560178586	0.020990848697909747	-3.8199758740469876	1.3346472810579608e-4	0.004273815374270161
Ppil4	1542.1353039143664	-0.06734928838591736	0.02379558907732079	-2.8303265856152695	0.004650051154100545	0.04751518717998093
Ppil6	27.49591843908423	-0.02578962944370378	0.07469774817805784	-0.34525310431351636	0.7299040988154621	0.880669546872428
Ppip5k1	1822.744993732307	0.05957533491120364	0.021733587966928876	2.7411642753997647	0.006122188998098897	0.05689742442748761
Ppip5k2	1991.143070001278	0.0018504864718558028	0.02438644807836342	0.07588175473153978	0.9395131726176741	0.9770536771257519
Ppl	1908.816791792271	-0.0838676059364194	0.04974374968432354	-1.6859928426917483	0.09179717793477528	0.2973319235757166
Ppm1a	5939.285498935225	-0.04707157449593486	0.014088943036578446	-3.341029513266197	8.346834990452837e-4	0.01524209331973369
Ppm1b	5018.578348329266	1.964028282026764e-5	0.017011208771178402	0.0011545495140559089	0.9990788029727092	0.9997215631051304
Ppm1d	668.2954314477389	-0.009762090346553532	0.018579645058226905	-0.5254185597173701	0.5992922542071073	0.8055570059004438
Ppm1e	127.81890481859173	0.0027521244489567666	0.03771604829457542	0.07296958651292733	0.941830319418922	0.9781720502407244
Ppm1f	1420.0128115042535	0.04294209714139269	0.025025234007724478	1.7159518719440487	0.08617085153870013	0.2868624097038535
Ppm1g	1627.9775453285222	9.859447056254063e-4	0.020283182711425377	0.0486089742252349	0.9612309180237651	0.9869093246379987
Ppm1h	1005.7519258265727	0.026943110391556245	0.022892446190523805	1.1769432662337844	0.2392181514343179	0.5040744494037734
Ppm1j	78.38313843125229	0.030732366395895733	0.06619087640292882	0.4642991310285156	0.6424334464816774	0.8320340389661884
Ppm1k	1967.8343787573137	-0.006869329932752244	0.031137774081538085	-0.22061082191565973	0.8253954739951775	0.9300782464451195
Ppm1l	1950.9119284048693	0.03678146261677789	0.026570309495534537	1.3843068942407109	0.16626450391795553	0.41504179443006783
Ppm1m	436.5351928475788	0.018877385090748513	0.036925522349209615	0.5112286540518656	0.609190956569925	0.8108595056521407
Ppme1	1031.2097393897154	0.014853994879573274	0.019342014671203858	0.767965236924761	0.44250783800130394	0.6938081921427415
Ppnr	150.67271556423793	0.1177897259473032	0.05037803271031414	2.3381168261298053	0.019381188586202604	0.1158052424208181
Ppox	700.3114533216861	0.03216672504608143	0.03305301888520596	0.9731856916851482	0.33046102080109546	0.5984023890181999
Ppp1ca	5717.832299197012	-0.07265566069842115	0.02696899331420057	-2.69404422523121	0.007059079753628746	0.06228179158641245
Ppp1cb	13369.453207609919	-0.05270102708378586	0.02978906210009491	-1.7691401933603659	0.07687048182161574	0.2693759400682532
Ppp1cc	5848.2387548399565	-0.04907688235381427	0.017149076304814968	-2.8617799280556526	0.004212693079947043	0.04458553075048069
Ppp1ccb	80.09141231394852	-0.020125467591815993	0.04393798855497619	-0.45804253343628965	0.6469218838516984	0.8352638020083446
Ppp1r10	2418.1836634079714	0.005964361883321487	0.02697819287785751	0.22108085261028612	0.8250294788030805	0.9299144314372938
Ppp1r11	869.4928758686859	-0.020859984602568226	0.027704532319786868	-0.7529448381148021	0.45148306250980935	0.7001669173243429
Ppp1r12a	4651.096384296062	0.007904323230056095	0.020509520938834593	0.38539775032430573	0.6999427490808692	0.8659490115480363
Ppp1r12b	3035.970758100248	0.1034706857024215	0.030414909981385727	3.4019724459400584	6.690138263275112e-4	0.013124122584037438
Ppp1r12c	1353.5395944382965	0.037001590589047506	0.031628952726368204	1.1698645512913326	0.24205548139025315	0.5073402740661047
Ppp1r13b	1107.3019194359583	-0.005827152470439766	0.02260046922977151	-0.25783325165495596	0.7965356007638511	0.9155615538390305
Ppp1r13l	172.87186396095095	0.06624716417767333	0.05719773411415748	1.1582130866487585	0.2467770891174997	0.5126150249839172
Ppp1r14a	70.98298327240875	0.09129976592602547	0.05775058443385451	1.5809323285827006	0.11389351149312306	0.3351684145228047
Ppp1r14b	745.2607391948555	0.023320595184024528	0.035178903526742966	0.6629142140913015	0.5073854976848409	0.7413984171310837
Ppp1r14c	136.17023641224367	0.14352360623877886	0.13393385381916337	1.0716006606706285	0.28389943648655924	0.5526217844380759
Ppp1r14d	144.34580198119585	0.12340603624603112	0.10177746355106401	1.212508466416198	0.22531780369536492	0.4871222374371099
Ppp1r15a	713.5589625231888	0.05148795640600224	0.03878681698978222	1.3274602146282313	0.1843564923611981	0.4386389055556695
Ppp1r15b	4913.139426589584	-0.08621128967884775	0.017227101758999053	-5.004398934011805	5.603660190668614e-7	9.063527861830429e-5
Ppp1r16a	769.7690149138779	0.06785170525434216	0.04754990538127272	1.426957734411501	0.15359207770171715	0.39715799690712394
Ppp1r16b	888.5443554889517	0.03191504637479992	0.031037255183324574	1.0282818563139875	0.3038172632090003	0.5725331809931616
Ppp1r17	21.393071231456187	0.11822628739449838	0.30532095216383953	0.38721969965250363	0.698593567325518	0.8649991429838028
Ppp1r18	550.9375426409476	0.048904990281892456	0.030426089382408428	1.6073373632487928	0.10798038229845054	0.3255995242145583
Ppp1r1b	44.93568740049073	0.09803915844198949	0.10451895819789823	0.9380035941073985	0.34824256307361035	0.6141873471274886
Ppp1r2	4055.8680001779144	-0.032392026529537966	0.027214987985555415	-1.1902274785765221	0.2339569957406251	0.49771050923026394
Ppp1r21	1137.7543167346548	-0.00897524231226767	0.02046692646480054	-0.4385241881678465	0.6610063399410987	0.8435036600219861
Ppp1r26	132.79478945143805	-0.015402117796874953	0.04144668049861564	-0.371612819448578	0.7101811430534244	0.871414813376691
Ppp1r27	332.03183821367594	0.2246846548629374	0.16776139956304215	1.3393108036065493	0.18046951312308757	0.43336167272333825
Ppp1r32	7.716224285529836	-0.017007254154214085	0.09422695510635015	-0.18049245181507442	0.8567659796652645	0.9443557168092354
Ppp1r35	122.5151584508714	0.007141924051177105	0.036051649864994297	0.19810255780032482	0.8429648236587394	0.9378304074707526
Ppp1r36	8.524560748153274	-0.06107197786301667	0.13791182498866497	-0.44283351241299435	0.6578861614668674	0.8422578824106911
Ppp1r37	1730.0038297763842	0.04859048886424308	0.04863644060430458	0.9990551993630588	0.3177679520469178	0.5857987406210321
Ppp1r3b	926.3178346205545	0.18511920717644448	0.06471657647003677	2.8604604457430334	0.0042302631968890465	0.044693828778388636
Ppp1r3c	1724.0567010054003	0.3128106571856867	0.06555917646175236	4.7714244453357715	1.8292759952545057e-6	2.0219535429780134e-4
Ppp1r3d	110.08923641726608	0.024557273209631626	0.036251890254815705	0.6774066962306727	0.49814795090512276	0.7358504600067193
Ppp1r3e	98.46761575103035	0.12902395549189175	0.03832385018460682	3.366675187132309	7.608024132705925e-4	0.014405628303449698
Ppp1r3f	51.873677735318566	0.024325350952103895	0.05472450235387096	0.4445056584490481	0.6566770387657359	0.8415866084462034
