Gene name	Mouse gene name
TSPAN16	
PKD1	Pkd1
MIR6083	
RNU6-143P	
UMPS	Umps
IL24	Il24
RAB3D	Rab3d
DPRXP2	
MAPK14	Mapk14
EBI3	Ebi3
ZSWIM4	Zswim4
C2orf74-DT	
C2orf74-AS1	
ANKRD24	Ankrd24
AHSA2P	
FCMR	Fcmr
TRIO	Trio
RPL13AP8	
PIGR	Pigr
MIR544B	
RPS26P22	
ITGB5	Itgb5
RPSA2	Rpsa
BNIP3P45	
NMI	Nmi
FCAMR	Fcamr
TNFAIP6	Tnfaip6
COLGALT1	Colgalt1
ODAD4	Odad4
MIR548AJ1	
MIR4773-2	
MIR4773-1	
RN7SL124P	
EYA4	Eya4
CNP	Cnp
C1orf116	AA986860
PTPRS-AS1	
ITGB5-AS1	
RPL32P34	
7SK	Gm55411
ENO1P3	
PSPN	Pspn
PRMT6	Prmt6
RIF1	Rif1
MUC13	Muc13
NDUFA4P1	
SH3BGRL3	Sh3bgrl3
KHSRP	Khsrp
OR5P2	Or5p61
OR5P2	Or5p51
OR5P2	Or5p63
OR5P2	Or5p76
OR5P2	Or5p50
OR5P2	Or5p78
OR5P2	Or5p68
OR5P2	Or5p79
OR5P2	Or5p69
OR5P2	Or5p6
OR5P2	Or5p70
OR5P2	Or5p59
OR5P2	Or5p62
OR5P2	Or5p81
OR5P2	Or5p67
OR5P2	Or5p58
OR5P2	Or5p72
OR5P2	Or5p64
OR5P2	Or5p73
OR5P2	Or5p66
OR5P2	Or5p60
ZNF786	Zfp786
LINC02753	
LINC02584	
CD52	Cd52
RNU6-1175P	Gm24870
DNAJC7	Dnajc7
ANO1-AS1	
FADD	Fadd
CREBL2	Crebl2
ZNF425	
PDHA1P1	
PPIAP16	
RPL21P136	
ZNF683	
GPR19	Gpr19
VSIG10L2	Gm1113
FLNB	Flnb
RN7SL521P	
PDIA4	Pdia4
PLPPR2	Plppr2
ANO1	Ano1
HNRNPA0	Hnrnpa0
APOLD1	Apold1
NPY6R	
ATPSCKMT	Atpsckmt
MIR613	
STX8P1	
DDX47	Ddx47
TINAGL1	Tinagl1
PTN	Ptn
RN7SL525P	
CCT5	Cct5
TRIM28	Trim28
PIK3CG	Pik3cg
PKD1-AS1	
MIR6511B1	
PEF1	Pef1
MIR4516	
MIR3180-5	
RAB26	Rab26
PEF1-AS1	
AIMP2	Aimp2
RN7SL788P	
CLIC1P1	
RPL12P33	
PDCL3P6	
FOLR3	
ATP2A2	Atp2a2
LINC01013	
DNAJC19P7	
ANAPC10P1	
PLA2G12AP1	
ORC1	Orc1
SNHG19	
SNORA80D	
ANKRD61	Ankrd61
PCSK7	Pcsk7
SNORD60	Snord60
TRAF7	Traf7
CFTR	Cftr
MIR6807	
UBE2M	Ube2m
CMBL	Cmbl
SMLR1	Smlr1
ROPN1L-AS1	
ROPN1L	Ropn1l
SDE2	Sde2
EPB41L2	Epb41l2
CHMP2A	Chmp2a
CYRIA	Cyria
H3-3A-DT	
MIR6131	
LINC01513	
H3-3A	H3f3a
RPL30P7	
LINC02212	
PMCHL1	
PLIN4	Plin4
GUSBP18	
BICRA	Bicra
NBPF22P	
DDX6	Ddx6
ARID5A	Arid5a
LRFN3	Lrfn3
LINC01703	
RN7SL769P	
ACBD3	Acbd3
PYM1	Pym1
SDHAF1	Sdhaf1
SYNE4	Syne4
AACSP1	
PMEL	Pmel
CASKIN1	Caskin1
ACBD3-AS1	
KANSL3	Kansl3
MIXL1	Mixl1
SDHAP3	
AGBL2	Agbl2
PDCD6P1	
POU2F2	Pou2f2
MLST8	Mlst8
NVL	Nvl
RN7SL7P	
SAMD9	
HEPACAM2	Hepacam2
GUSBP1	
NKIRAS2	Nkiras2
ARCN1	Arcn1
SAMD9L	Samd9l
HIKESHI	Hikeshi
C17orf113	
DHX58	Dhx58
H4P1	
ZNF300P1	
SEPTIN14P5	
VWCE	Vwce
GTF2H2B	
LINC00513	
FER1L5	Fer1l5
KAT2A	Kat2a
CDK2	Cdk2
MIR29A	Mir29a
MIR29B1	Mir29b-1
RNU6-1010P	
SEMA3E	Sema3e
NAIPP1	
WSPAR	
C5orf15	9530068E07Rik
NUMA1	Numa1
LMAN2L	Lman2l
VDAC1	Vdac1
HSPB9	Hspb9
RAD23BP2	
PPM1D	Ppm1d
RSPH10B2	Rsph10b
TCF7	Tcf7
GLIPR1L1	Glipr1l3
GLIPR1L1	Glipr1l1
CNNM4	Cnnm4
MIR320B2	
RNU6-1008P	
CNIH4	Cnih4
FAM241A	Fam241a
RAI1	Rai1
NKX6-1	Nkx6-1
MIR3127	
CNNM3-DT	
GLIPR1L2	Glipr1l2
CNNM3	Cnnm3
RPL3P13	
CDS1	Cds1
TEX2	Tex2
GLIPR1	Glipr1
ZNF722	
PDGFA	Pdgfa
MIR4742	
AKR1B1P1	
ANKRD23	Ankrd23
CNIH3-AS2	
ALKBH6	Alkbh6
WDFY3	Wdfy3
DNAJB6P6	
BMP8A	
KALRN	Kalrn
OXCT2P1	
PABPC4-AS1	
GLIPR1-AS1	
SNORA55	Gm24620
SNORA55	Gm25788
SNORA55	Gm25370
SNORA55	Gm22889
SNORA55	Gm22154
SNORA55	Gm23974
RSPH10B	Rsph10b
KRR1	Krr1
HEYL	Heyl
HPCAL4	Hpcal4
ANKRD39	Ankrd39
RNU7-121P	
SEMA4C	Sema4c
PABPC4	Pabpc4
OCM2	Ocm
RN7SL552P	
WDFY3-AS1	
RNU6-469P	
WDFY3-AS2	
CCDC201	Ccdc201
CT66	
OR6C4	
KRT17	Krt17
AUTS2	Auts2
ECSIT	Ecsit
TRHDE-AS1	
FYN	Fyn
GP1BA	Gp1ba
RAMP1	Ramp1
TSSK1B	Tssk1
RNU4ATAC13P	
TRAF4	Traf4
YTHDC2	Ythdc2
H3P35	
CHCHD3P2	
MOGAT1	Mogat1
BRICD5	Bricd5
ERBB3	Erbb3
RRAS2P2	
CAMK2D	
RPL31P17	
YBX1P9	
ATG12P2	
ACSL3-AS1	
APOOP2	
RPS3AP7	
RN7SKP165	Gm54555
POU1F1	Pou1f1
CDKN2AIPNLP1	
PGP	Pgp
MIR6878	
E4F1	E4f1
ECM1	Ecm1
ACSL3	Acsl3
LLGL1	Llgl1
MIR548I1	
RPS3AP14	
SNRPCP11	
LINC02614	
EXOSC5	Exosc5
MCC	Mcc
MCEMP1	Mcemp1
ENPP7P4	
FBRSL1P1	
ROPN1B	Ropn1
FALEC	
EVI5L	Evi5l
ADAMTSL4-AS2	
MIR4257	
RN7SL473P	
RN7SL600P	
ENSA	Ensa
EGFR	Egfr
CSHL1	Gh
DNASE1L2	Dnase1l2
ARPC1AP1	
LINC02527	
POLQ	Polq
DDX18P4	
GABBR1	Gabbr1
RGMB	Rgmb
ABCA8	Abca8b
ELAVL1	Elavl1
RGMB-AS1	
ECI1	Eci1
RPL7AP11	
ARGFX	
TRHDE	Trhde
FBXO40	Fbxo40
CSNK1A1P3	
UNC13A	Unc13a
CHD1	Chd1
SRGAP3-AS4	
PGAM1P4	
THUMPD3	Thumpd3
GOLPH3L	Golph3l
RNU6-402P	Gm24461
HORMAD1	Hormad1
CHD1-DT	
ECI1-AS1	
RNPS1	Rnps1
CSNK1A1	Csnk1a1
OR6C7P	
OR6C75	Or6c75
OR6C73P	
KRT18P26	
PHC1P1	
OR6C76	Or6c76b
OR6C76	Or6c76
ASS1P14	
LHFPL4	Lhfpl4
OR6C69P	
OR6C72P	
OR6C6	Or6c6c
OR6C6	Or6c6
OR6C5P	
LOXL3	Loxl3
ANP32D	Anp32a
C12orf54	
DUSP5P2	
RASSF1	Rassf1
MAP1S	Map1s
RPS10P20	
LALBA	Lalba
NEUROD4	Neurod4
OR9K1P	
OR9K2	Or9k2
OR9K2	Or9k2b
OR9R1P	
DUSP16	Dusp16
RNU6-1042P	
UBE2D3P3	
ADAMTSL4-AS1	
MCL1	Mcl1
RPL29P14	
WNT3A	Wnt3a
DAP	Dap
RPL13AP20	
LINC02809	
GPRC5A	Gprc5a
MIR3620	
SLC16A6	Slc16a6
C1orf35	2310033P09Rik
MIR614	
	Gm54541
DAP-DT	
HEBP1	Hebp1
B3GNT3	B3gnt3
MCF2L2	
CTNND2	Ctnnd2
ARHGAP44	Arhgap44
HTR7P1	
INSL3	Insl3
TOR1BP1	
TVP23BP2	
PGR	Pgr
GDF15	Gdf15
RNA5SP366	
GARIN6	
ELL	Ell
PRKAG1	Prkag1
MRPL55	Mrpl55
DCTN1	Dctn1
IRF5	Irf5
KCNN1	Kcnn1
GRAMD1B	Gramd1b
IFRD2	Ifrd2
ZNF530	
ZNF606	Zfp606
PITPNA	Pitpna
CDKN1B	Cdkn1b
ERP29	Erp29
ZNF566	Zfp566
MBNL1	Mbnl1
LINC00174	
PRRC2A	Prrc2a
ZNF433	
NAA25	Naa25
RNF32-DT	
CEP95	Cep95
TEX101	Tex101
MIR3677HG	
MIR3677	
MIR940	
MIR4717	
PLLP	Pllp
LYPD3	Lypd3
NUDCD3	Nudcd3
RAB11FIP3	Rab11fip3
PHLDB3	Phldb3
SEZ6	Sez6
RPL32P18	
TRIM60P16	
CICP28	
CIAO2AP2	
ZNF734P	
GJC2	Gjc2
SEPTIN7P5	
PHKG1P2	
SLC29A4P2	
IBA57-DT	
TNRC18P2	
IBA57	Iba57
MIR3657	
CAPN15	Capn15
MIR4283-2	
TRAFD1	Trafd1
CICP24	
ETHE1	Ethe1
DBIP1	
OBSCN-AS1	
GRM1	Grm1
GABPAP	
NMD3P1	
SLC25A1P3	
VN1R34P	
ARAFP1	
VN1R35P	
VN1R36P	
TRIM11	Trim11
ZNF575	Zfp575
MIR5587	
MIR3176	
CDK13	Cdk13
PRR35	A930017K11Rik
DHX34	Dhx34
RNU6-429P	Gm23730
MIR6742	
GFRA3	Gfra3
RBFOX1	Rbfox1
TRIM17	Trim17
HBEGF	Hbegf
SPAG9	Spag9
MIR6499	
SPARC	Sparc
MIR6861	
RN7SKP71	
RPL7AP60	
MMP13	Mmp13
HECTD4	Hectd4
MEIS3	Meis3
RNA5SP19	
RNA5SP162	
FUNDC2P3	
RNA5SP222	
RAB32	
EPS8L2	Eps8l2
LUADT1	
YAP1P1	
C6	C6
HMGN3	Hmgn3
PPIH	Ppih
PPIH	Ppihl
RETNLB	Retnla
RETNLB	Retnlb
RETNLB	Retnlg
OR5K2	Or5k1
OR5K2	Or5k1b
SLC22A14	Slc22a14
KMT2E	Kmt2e
C1RL	C1rl
ZPLD1	Zpld1
CLCN3	Clcn3
C7	C7
SLC8A2	Slc8a2
MKRN2OS	Mkrn2os
IQSEC3P1	
TADA3	Tada3
C2CD5	C2cd5
FBN2	Fbn2
KPTN	Kptn
GADL1	Gadl1
NAPA	Napa
PTGES3P3	
YBX1	
FRG2C	Frg2f1
KRTAP5-11	
ODF3	Odf3
CRMP1	Crmp1
ITPR1	Itpr1
XPO1	Xpo1
PSMD13	Psmd13
VOPP1-DT	
ZNF541	Zfp541
MPP2	Mpp2
CDC42P2	
CLDN19	Cldn19
TUBBP6	
RNU6-389P	Gm24848
SUMO2P3	
CICP11	
RN7SL177P	
PSPHP1	
GRIA1	Gria1
RNU6-1126P	
SEPTIN14	Septin14
P3H1	P3h1
CICP12	
RN7SL322P	
GGN	Ggn
POT1-AS1	
SPRED3	Spred3
ZNF600	
TMPRSS11GP	
RNU6-95P	
POLR2MP1	
MTND2P41	
ZNF320	
TMPRSS11F	Tmprss11f
LDHAL6A	
LINC03060	
SYT14P1	
FTLP10	
TMPRSS11BNL	
C1orf50-AS1	
TMPRSS11B	
LINC02587	
TRIM3	Trim3
NFILZ	Nfilz
STPG1	Stpg1
NKPD1	Nkpd1
COX20P2	
PPIAP59	
KLK5	Klk5
APOOP4	
SNORA70F	
RNA5SP110	
YTHDC1	Ythdc1
GALNT3	Galnt3
SNX10-AS1	
FGF6	Fgf6
DDIT3	Ddit3
LINC03011	
SELENOH	Selenoh
LINC02848	
MDK	Mdk
KLK6	Klk6
NIPAL3	Nipal3
SLC12A4	Slc12a4
LINC03016	
ANAPC7	Anapc7
CDK6-AS1	
ITGB8-AS1	
TMPRSS11E	Tmprss11e
MICALL2-DT	
TTC21B	Ttc21b
PGBD4P3	
SPINK7	Spink7
POU6F2-AS1	
TRG-AS1	
SPINK9	Spinkl
SPINK9	Spink10
SPINK9	Spink11
KLK7	Klk7
ACSL1	Acsl1
TNNI2	Tnni2
FBXO38	Fbxo38
RCAN3AS	
SEC61G-DT	
RCAN3	Rcan3
SCYL1	Scyl1
SNHG26	
SAMD4B	Samd4b
PSME3	Psme3
TMEM132C	Tmem132c
OR6C65	Or6c65
ATG101	Atg101
GPR108	Gpr108
NCMAP-DT	
NCMAP	Ncmap
CLEC12B	Clec12b
LINC02981	
ASH1L	Ash1l
TAFA2	Tafa2
WDR86-AS1	
PHETA1	Pheta1
GARS1-DT	
DDX11L10	
SLCO1A2	Slco1a1
SLCO1A2	Slco1a4
SLCO1A2	Gm6614
SLCO1A2	Slco1a5
SLCO1A2	Slco1a6
SLCO1A2	Gm5724
FRG2DP	
FLACC1	Flacc1
SIGLEC14	
MT1JP	
HTR4	Htr4
MT1IP	
OVOL3	Ovol3
SMG1P4	
GPR42	Ffar3
CBARP	Cbarp
ABCA3P1	
PLA2G10CP	
MKLN1-AS	
SNX29P2	
TRAK2	Trak2
NARF	Narf
PHLDB1	Phldb1
PDXDC2P	
FRG2KP	
PLG	Plg
ZNF888	
PDPK2P	
OSCAR	Oscar
URAHP	
FAM131B-AS2	
TUBB8P7	
ELN-AS1	
EGFR-AS1	
PRSS29P	
HERC2P4	
B3GAT2	B3gat2
HRAT17	
RRN3P3	
BRD2	Brd2
PLEKHG7	
OTOAP1	
TXLNA	Txlna
STRADB	Stradb
LINC01366	
PDPR2P	
C5orf58	
PITPNM2	Pitpnm2
CCDC192	Ccdc192
SNHG15	
FAM98C	Fam98c
KCNN2	Kcnn2
MIR3945HG	
LINC01093	
IQCC	Iqcc
HERC2P5	
FAM167B	Fam167b
SCYL2P1	
RN7SKP89	
LINC01957	
C2CD6	C2cd6
SLC6A10P	
HDAC1	Hdac1
POLK	Polk
SPC24	Spc24
PLRG1	Plrg1
SLC12A9-AS1	
HERC2P8	
PPP1R9A-AS1	
TMEM52B	Tmem52b
PSMG3-AS1	
KLK4	Klk4
SMG1P5	
SCARF1	Scarf1
TMEM231P1	
DEPDC4	
TP53TG1	
SMG1P1	
MTCO2P16	
MTATP6P16	
MTCO3P16	
MARCKSL1	Marcksl1
MTND3P16	
MTND4LP16	
MTND4P29	
MTND5P31	
ENO1P4	
TSSK3	Tssk3
PLEKHG6	Plekhg6
VSTM2B-DT	
RNU6-1285P	
MPP4	Mpp4
FGB	Fgb
SLC16A4	Slc16a4
MUC12-AS1	
LINC03078	
COBL	Cobl
ZNF225-AS1	
LINC01224	
MED24	Med24
RRN3P1	
AKAP7	Akap7
PAK4	Pak4
SMG1P3	
WNT11	Wnt11
FGA	
MT1DP	
FOLR2	Folr2
TCF19	Tcf19
MPHOSPH10P1	
FGG	Fgg
MT1L	
SLC41A2	Slc41a2
PCMT1	Pcmt1
RFESD	Rfesd
SLC16A4-AS1	
LAMTOR5	Lamtor5
PWP1	Pwp1
SMG1P7	
VEGFA	Vegfa
SPATA9	Spata9
P2RX3	P2rx3
MAZ	Maz
FGF2	Fgf2
YTHDF2	Ythdf2
FGFR3	Fgfr3
RPL7L1P2	
RHOBTB3	Rhobtb3
CICP17	
INPPL1	Inppl1
CYP3A7-CYP3A51P	
RPL17P38	
PRDM4	Prdm4
TMEM200B	Tmem200b
MECR	Mecr
OR2AE1	
GLRX	Glrx
DUS4L-BCAP29	
SPON2	Spon2
PRDM4-AS1	
LINC00921	
RNU6-651P	
	Zfp263
BCAP29	Bcap29
RPS2P16	
ZNF263	Zfp263
HSPD1P11	
ASCL4	Ascl4
MIR9-2	Mir9-2
MEF2C-AS2	
TMEM132B	Tmem132b
CDK15	Cdk15
METTL9	Mettl9
GAB1	Gab1
MEF2C	Mef2c
PCBP2	Pcbp2
CD44	Cd44
RNU6ATAC35P	
LINC01352	
HLX-AS1	
HLX	Hlx
MIR8061	
VN1R105P	
RPL7AP81	
RPSAP36	
PRELID3BP1	
LINC02779	
SMARCA5-AS1	
KIR3DL3	Kir3dl2
KIR3DL3	Kir3dl1
QDPR	Qdpr
MOSMO	Mosmo
UBE2V1P11	
MARK1	Mark1
RNU6-440P	
SLC26A4-AS1	
KIR2DL3	Kir3dl2
KIR2DL3	Kir3dl1
VWA3A	Vwa3a
CBLL1-AS1	
KIR2DL1	Kir3dl2
KIR2DL1	Kir3dl1
NECAP1P1	
GPR141	Gpr141
UGDH-AS1	
SMIM14	Smim14
EPDR1	Epdr1
RNU7-11P	
GPR141BP	
CDCA3P1	
UBE2K	Ube2k
NME8	Nme8
B9D1	B9d1
KIR3DL1	Kir3dl2
KIR3DL1	Kir3dl1
ALS2	Als2
SDR42E2	Gm5737
RN7SL558P	
ZBTB12BP	
SMIM14-DT	
PDS5A	Pds5a
MIR140	Mir140
MIR6133	
COX5BP3	
CLEC18A	Clec18a
RPS3AP27	
EXOC4	Exoc4
RN7SL464P	
HDAC1P2	
EPHB1	Ephb1
C1orf115	C130074G19Rik
DARS2	Dars2
KIR3DL2	Kir3dl2
KIR3DL2	Kir3dl1
B3GNTL1	B3gntl1
EFCC1	Efcc1
PILRA	
ARPP21	Arpp21
PCBP2-OT1	
	Gm55307
GAS5-AS1	
MAP3K12	Map3k12
ELOCP33	
RNA5SP159	
RC3H1	Rc3h1
PABPC1P1	
RNU6-222P	Gm22969
KRT18P25	
RNU6-1112P	
N4BP2	N4bp2
POLR3KP2	
SSTR2	Sstr2
NPIPB14P	
TBC1D14	Tbc1d14
COG1	Cog1
PTCD1	Ptcd1
TP53TG3F	
ATF7-NPFF	
RC3H1-IT1	
RPL30P1	
KRT18P57	
ATF7	Atf7
RNU6-151P	Gm24131
INKA2	Inka2
CHEK2P6	
ATP5MF-PTCD1	
INKA2-AS1	
C17orf80	D11Wsu47e
KCND3-IT1	
KCND3-AS1	
BMS1P8	
LINC01750	
PDGFA-DT	
RAB7B	Rab7b
PRKAR1B-AS1	
DNAAF5	Dnaaf5
ENPP7P13	
IGHV3OR16-12	
IGHV3OR16-13	Ighv4-1
IGHV3OR16-13	Ighv11-1
IGHV3OR16-13	Ighv11-2
ITPKB-AS1	
RPS27P5	
IGHV3OR16-17	
IGHV3OR16-11	
MAP3K7	Map3k7
F11R	F11r
ARHGAP23P1	
CPSF4L	Cpsf4l
IGHV3OR16-7	
IGHV3OR16-16	
PRKAR1B	Prkar1b
RN7SKP292	Gm56454
CDC42EP4	Cdc42ep4
WWP2	Wwp2
CCDC96	
TADA2B	Tada2b
GRPEL1	Grpel1
FAM104A	
ATP5MC2	Atp5g2
LINC02447	
RN7SKP36	
MIR4798	
PSAPL1	Psapl1
RAB33B	Rab33b
TIFA	Tifa
RNU6-638P	Gm55574
RPL9P29	
AFMID	Afmid
RPL31P51	
GRIA2	Gria2
RASSF9	Rassf9
NTS	Nts
OR8H1	Or8h7
OR8H1	Or8h6
OR8H1	Or8h9
OR8H1	Or8h8
OR8H1	Or8h10
PDCD5	Pdcd5
MYBPC3	Mybpc3
GLRX5P2	
TSTD1	Tstd1
MGAT4C	Mgat4c
NMD3P2	
USF1	Usf1
ANKRD27	Ankrd27
VN1R25P	
KRTAP16-1	Krtap16-1
RNF222	Rnf222
FGD4	Fgd4
PDXDC2P-NPIPB14P	
C17orf99	6030468B19Rik
GSG1L2	Gsg1l2
FOXP2	Foxp2
GLOD4	Glod4
ADGB	Adgb
YPEL3-DT	
MYO7A	Myo7a
CD2BP2-DT	
ARHGAP30	Arhgap30
DNAH2	Dnah2
ABHD17AP9	
SNORA68B	
RPS12P31	
TP53TG3C	
RN7SL789P	
RGS9BP	Rgs9bp
NUDT19	Nudt19
TDRD12	Tdrd12
PLA2G10IP	
NPIPA8	
PKD1P4	
HMGA1P7	
RN7SL408P	
SGK1	Sgk1
NECTIN4	Nectin4
MIR6511A4	
NECTIN4-AS1	
KLHDC9	Klhdc9
TCERG1	Tcerg1
SLC7A9	Slc7a9
PKD1P5	
SLC39A11	Slc39a11
MIR6770-3	
PFDN2	Pfdn2
MIR3180-3	
MIR3670-3	
MIR3179-3	
NOMO2	Nomo1
NIT1	Nit1
BRI3P2	
IRAG2	Irag2
ELP5	Elp5
BOC	Boc
RN7SKP22	
NLRP8	
DEDD	Dedd
NLRP5	Nlrp5
ZSCAN5B	Zscan5b
LIM2-AS1	
CEACAM18	Ceacam18
MIR5196	
FFAR1	Ffar1
C3	C3
ZBTB38	Zbtb38
LINC02217	
CTSE	Ctse
SPDYE4	Spdye4a
SPDYE4	Spdye4b
LINC02218	
H3Y2	
TAF11L2	
USP36	Usp36
H3P17	
HPX	Hpx
H3P18	
TAF11L3	
TAF11L4	
TAF11L5	
TAF11L6	
RPS29P32	
RN7SKP30	Gm54357
RNA5SP218	
TAF11L7	
PDCL2	Pdcl2
KRT8P42	
TAF11L8	
TAF11L9	
TAF11L10	
TAF11L11	
CHCHD2P4	
TAF11L12	
H3P19	
MIR3670-4	
MIR3179-4	
NMU	Nmu
H3P20	
RNU6-1286P	Gm22845
H3P21	
TAF11L13	
ABCC6P1	
TAF11L14	
GJA1	Gja6
COQ8A	Coq8a
H3Y1	
H3P22	
RNU4-35P	Gm22249
LINC02980	
DEPDC1B	Depdc1b
LINC01766	
TASOR	Tasor
MIR3670-1	
MIR3180-1	
HAUS5-DT	
HAUS5	Haus5
CNTN5	Cntn5
NPFF	Npff
RNU6-276P	Gm54753
RPS15AP32	
EXOC1L	Exoc1l
CFAP73	Cfap73
EXOC1	Exoc1
KRT8P31	
DDX54	Ddx54
PDE4D	Pde4d
EIF1P2	
AKIRIN1	Akirin1
MIR6511A1	
MIR6770-1	
ABT1	Abt1
PDXDC1	Pdxdc1
ZNF322	Zfp322a
NDUFS5	Ndufs5
RBM42	Rbm42
RNU6-608P	
H2BC4	H2bc4
H2BC4	H2bc6
RNA5SP44	
HSPE1P8	
GUSBP2	
GRK7	
POM121L6P	
LINC00240	
LRIF1	Lrif1
LINC02604	
SLC6A6	Slc6a6
GIMAP5	Gimap5
GIMAP5	Gimap3
MIR7106	
NAV2	Nav2
RITA1	Rita1
AGPS	Agps
LARRPM	
VN1R12P	
VN1R13P	
H2BC12	
TAF15	Taf15
CCNT2P1	
PRR15-DT	
RNA5SP54	
STXBP5-AS1	
ZNRF2P2	
DENND2D	Dennd2d
IQCD	Iqcd
LSM8	Lsm8
RNU6-652P	
DTX1	Dtx1
CEP135	Cep135
	Cnpy1
ETV2	Etv2
CNPY1	Cnpy1
TFCP2	Tfcp2
TTYH3	Ttyh3
ASGR2	Asgr2
COX6B1	Cox6b1
STXBP5	Stxbp5
CHI3L2	
OSTN	Ostn
SORBS2	Sorbs2
ANKRD28	Ankrd28
UPK1A	Upk1a
PHB1P19	
PVRIG	Pvrig
UPK1A-AS1	
RNU4-54P	Gm25131
RNA5SP355	
RPL29P27	
RNU6-936P	Gm25784
RNU6-936P	Gm25793
CENPO	Cenpo
ACP5	Acp5
CCDC91	Ccdc91
SAGSIN1	
RAC1	Rac1
PYY	Pyy
EPOP	Epop
DNAJC27	Dnajc27
MIR4734	
MLLT6	Mllt6
MIR8074	
KLK8	Klk8
RBM22P3	
MLXIPL	Mlxipl
RPS13P5	
SNORD14	Snord14a
RN7SL856P	
SUCLA2P3	
ADCY3	Adcy3
MIR4726	
CISD3	Cisd3
CHIAP1	
DRAM2	Dram2
OR6C3	Or6c3
RNA5SP440	
KRT3	
PCGF2	Pcgf2
TBC1D32	Tbc1d32
MED16	Med16
KRT4	Krt4
RNU7-57P	
CLASP2	Clasp2
RPSAP17	
IL6R-AS1	
KRT79	Krt79
PSMD8P1	
SHE	She
WDR33	Wdr33
KRT78	Krt78
PLA2G2C	Pla2g2c
LINC01757	
PSMB3	Psmb3
RPL7P41	
KRT18	Krt18
MIR1972-1	
IL22RA2	Il22ra2
NTAN1	Ntan1
RNU6-866P	
ARNT	Arnt
PIP4K2B	Pip4k2b
B3GALNT2P1	
TMEM244	
RPL21P67	
ARG1	Arg1
CWC25	Cwc25
SFT2D3	Sft2d3
RNY4P7	
ZFP91P1	
POLR2D	Polr2d
KRT8	Krt8
RNU6-395P	
BICDL3P	
RPS26P19	
RRN3	Rrn3
TMEM106B	Tmem106b
NDUFB4P2	
MIR582	Mir582
MIR4727	
C17orf98	1700001P01Rik
RNU6-806P	Gm24263
RPL31P8	
SAP130	Sap130
SETP21	
KCNH6	Kcnh6
PART1	
CAB39P1	
MED23	Med23
NAIPP3	
INPP4B	Inpp4b
GUSBP3	
RNU6-9	
GUSBP13	
NUCB2	Nucb2
SERF1B	Serf1
NRF1	Nrf1
PRTN3	Prtn3
DCAF7	Dcaf7
OR6C74	Or6c74
SMN2	Smn1
SIGLEC5	
ABCC9	Abcc9
NPIPP1	
PKD1P6-NPIPP1	
KLK15	Klk15
PSD4	Psd4
PANX1	Panx1
MIR6511B2	
MIR3180-4	
TACO1	Taco1
ATXN7L3	Atxn7l3
ARPC3P3	
GPR83	Gpr83
RNA5SP244	
PROSER3	Proser3
MIR182	
MIR96	Mir96
CHEK2P7	
MIR183	Mir183
UBE2H	Ube2h
SRCAP	Srcap
PAX8-AS1	
DPP3	Dpp3
ENPP3	Enpp3
NAIPP2	
CDH12P3	
GUSBP14	
FLYWCH2	Flywch2
CGB1	
NTF4	Ntf5
RNU6-1309P	Gm56275
RPS27AP6	
CYCSP51	
HEXIM2	Hexim2
SHD	Shd
UBE2H-DT	
GNAO1	
RNA5SP245	
PARP1	Parp1
TRRAP	Trrap
TMIGD2	
IGKV1OR2-108	Igkv20-101-2
SLC16A11	Slc16a11
FAM149A	Fam149a
RPS27A	Rps27a
FSD1	Fsd1
DCAKD	Dcakd
RNU4-18P	
ANKRD49P3	
RNA5SP193	
TNXB	Tnxb
SPOCK1	Spock1
KLHL3	Klhl3
RPS4XP1	
TCHP	
LINC01594	
SETD6P1	
WASF1P1	
SULT1C2	Sult1c2
TMPRSS9	Tmprss9
NPW	Npw
FILIP1L	Filip1l
ATP2A1-AS1	
NPIPB9	
FBXL9P	
ANKRD13A	Ankrd13a
MIR874	Mir874
MIR3655	
VTRNA1-1	
VTRNA1-2	
VTRNA1-3	
PLPPR3	Plppr3
PCDHA4	Pcdha4
PCDHA4	Pcdha10
COPG1	Copg1
MARCHF6	Marchf6
GCNT2	Gcnt2
C11orf91	A930018P22Rik
FBF1	Fbf1
R3HDM4	R3hdm4
NPIPB12	
FBXO3	Fbxo3
NDUFS2	Ndufs2
SULT1C2P2	
GMCL1P2	
SULT1C4	
NOL3	Nol3
SMIM12P1	
REV1	Rev1
IFT81	Ift81
MIR6826	
PRDM8-AS1	
HMCES	Hmces
PRDM8	Prdm8
KISS1R	Kiss1r
SYCP2L	Sycp2l
VPS35L	Vps35l
SLFN12L	Slfn3
SLFN12L	Slfn1
SLFN12L	Slfn4
SLFN12L	Slfn2
MIR633	
ELANE	Elane
TRMT112P3	
DNAJB6P8	
FGF5	Fgf5
SLC35G6	Slc35g3
NEDD9	Nedd9
LINC01094	
GMIP	Gmip
SPECC1	Specc1
LINC02213	
ANKRD33B	Ankrd33b
FBXO3-DT	
H1-10-AS1	
LINC02722	
LINC02721	
ANKRD33B-AS1	
OR10A6	Or10a48
OR10A6	Or10a3
OR10A6	Or10a3n
OR10A6	Or10a3m
OR10A6	Or10a49
OR10A6	Or10a3b
CC2D2A	Cc2d2a
DNAH8	Dnah8
NUP210P3	
OR5B12	Or5b12b
OR5B12	Or5b12
SLIT3	Slit3
MARK2P3	
OR51V1	Or51v8
OR51V1	Or51v14
MARK2P19	
IFT122P2	
