Gene name	Mouse gene name
PROS2P	
SKIC2	
THAP9-AS1	
TCEAL8P1	
CCHCR1	
MMS19	Mms19
TMEM191C	Tmem191
MAPKAPK3	Mapkapk3
ZNF70P1	
VN1R90P	
STK19	
RAD54L2P1	
RN7SKP117	
PAIP1P1	
MSL1	Msl1
PBX2	
RPL7P42	
ELK3	Elk3
MSGN1	Msgn1
HLA-DPA2	
HLA-DRB9	
COL11A2	
AIF1	
MAPRE1P2	
UBQLN1P1	
HERC3	
NEDD8	Nedd8
RAB36	Rab36
RNF150	Rnf150
LINC01858	
TPRKBP2	
	Gm55184
	Gm24095
	Gm22579
	Gm22743
	Gm24539
	Gm55448
HLA-B	
RNY1P10	
GAPDHP35	
SMC6	Smc6
SBK1	Sbk1
ZNF675	
ANO4	Ano4
STK19B	
TGM1	Tgm1
ATP6V1G2	
RPS20P22	
RPL10AP6	
LINC03042	
MIR6862-1	
CDC37P2	
ZDHHC20P2	
VGLL3	Vgll3
RNF5P1	
RHOD	Rhod
C8orf17	
MIR1205	
RNVU1-32	
MIR1206	
CDRT15P2	
H1-0	H1f0
RARA-AS1	
CLDN5	Cldn5
RNU4-25P	
MIR1207	
LINC02912	
LINC02267	
LINC00208	
FAM227A	Fam227a
TM6SF2	Tm6sf2
UGT2B26P	
GBE1	Gbe1
RARA	Rara
LINC02711	
RNA5SP264	
SCARNA9	
TPT1P8	
AKTIPP3	
LINC02886	
LINC02429	
HIGD1AP6	
PKMP4	
IL27	Il27
CASC9	
RAB39A	Rab39
ZC2HC1B	Zc2hc1b
NFKBIL1	
ZNF330	Zfp330
DHRS1	Dhrs1
CCN4	Ccn4
CDSN	
SGF29	Sgf29
RPL17P17	
CFAP20DC-DT	
EMC7	Emc7
SUGP2	Sugp2
HTATSF1P1	
MICA	
RIMBP3C	Rimbp3
C22orf31	
MTCO2P6	
HNRNPA3P8	
HMGB1P38	
MED17	Med17
RNA5SP493	
DAXX	
LINC02570	
HLA-C	
PPM1F	Ppm1f
RPL32P20	
DOCK3	Dock3
GINM1	Ginm1
DPPA3P7	
CYP11B1	
OR2J1	
RRBP1	Rrbp1
SAMD5	Samd5
RNF5	
WDR46	
RPL32P2	
PGBD4	
PSMB1	Psmb1
KATNBL1	Katnbl1
PLA2G10DP	
CDC37P1	
MIR6862-2	
PLA2G10KP	
HLA-S	
NOP9	Nop9
POU5F1	
C4B	
LINC01085	
TUFM	Tufm
SLC2A12	Slc2a12
LHFPL2	Lhfpl2
RPL31P29	
TAAR7P	
ULBP1	
HERC3	Herc3
LYPLA2P1	
PPM1F-AS1	
FGD6	Fgd6
SOBP	Sobp
TOP3B	Top3b
STK10	Stk10
OR4F7P	
HCG22	
PSMB8	
WDR27	Wdr27
HCG20	
PSORS1C3	
TTI2	Tti2
PHKG1P1	
MIR4721	
LTB4R2	Ltb4r2
MTATP6P18	
RABEP2	Rabep2
PRICKLE2-AS1	
ICE2P2	
ZNRF2	Znrf2
ID2B	
EIPR1-IT1	
RPEP2	
BNIP3P35	
HLA-DPA3	
DYNLL1P7	
BNIP3P8	
DGAT2L7P	
RPL34P33	
MTND2P4	
NCOR1P3	
EMC4	Emc4
LINC01859	
RIPK3	Ripk3
HS1BP3-IT1	
FRMD4B	Frmd4b
LINC02510	
FAM133B	Fam133b
LRATD1	Lratd1
PCBD2	Pcbd2
CDC42EP3P1	
GATB	Gatb
HLA-DRB4	
PDE7A	Pde7a
MSH5-SAPCD1	
USP8P1	
SNORD3B-2	
RPL7AP10	
CCR7	Ccr7
DHFRP2	
MEF2B	Mef2b
KRT8P34	
ASAP2	Asap2
LINC02820	
PNMT	Pnmt
SNORD117	
SNORD84	
SNORA38	
SNORD32B	
ACSL6-AS1	
HLA-V	
MTMR12	Mtmr12
NFATC4	Nfatc4
HLA-L	
CARMAL	
HLA-DPB2	
TPST1	Tpst1
HLA-J	
CD19	Cd19
ABHD2	Abhd2
GSDMA	Gsdma3
GSDMA	Gsdma2
GSDMA	Gsdma
GPX6	
HEPHL1	Hephl1
PHACTR2-AS1	
RNU1-116P	
WBP1LP8	
RNU1-79P	
RPL10P10	
SNORD48	
SNORD52	
AK4P5	
ZDHHC14	Zdhhc14
TUFMP1	
C4A-AS1	
ORMDL3	Ormdl3
VSTM5	Vstm5
ASNS	Asns
SGK2	Sgk2
TRIM49	
MYBPC1	Mybpc1
SETP6	
CDK8P1	
GTF2IP6	
ZNF431	
PIK3CDP1	
GTF2F2P1	
WDR35-DT	
RPS23P2	
TNS4	Tns4
PES1P1	
SPAG1	Spag1
SERF1AP1	
RAB38	Rab38
RNU7-195P	
HMGB1P8	
NFATC2IP-AS1	
LINC00616	
NTSR2	Ntsr2
RLBP1	Rlbp1
MIR4517	
HNRNPA1P12	
HMGB1P17	
IGLVI-70	
DPYSL3	Dpysl3
IGLV4-69	Iglv3
LINC00954	
SPNS1	Spns1
ENO4	Eno4
GAL	Gal
IGLVI-68	
IGLV10-54	
CADPS	
IGLV10-67	
PDE7B	Pde7b
IGLVIV-66-1	
IGLVV-66	
CLTRN	Cltrn
IGLVIV-65	
COPRS	Coprs
IGLVIV-64	
IGLVI-63	
IGLV1-62	
ERVK-28	
IGLV8-61	
BNIP3P33	
ABHD17AP5	
IGLV4-60	Iglv3
MIR6766	
POLG-DT	
RPS25P3	
SOCS2P2	
IGLVIV-59	
IGLVV-58	
BNIP3P20	
MIR9-3	Mir9-3
BMP6P1	
WTAPP1	
RPL10	
IGLV6-57	
LINC01233	
LINC02646	
IGLVI-56	
VN1R91P	
IGLV11-55	
BNIP3P29	
IGLVIV-53	
NHLRC2	Nhlrc2
TOP3BP1	
ZNF98	
SLC35F2	Slc35f2
VPREB1	Vpreb1b
VPREB1	Vpreb1a
SRSF6P2	
CACYBPP3	
STMN2	Stmn2
TULP4	Tulp4
HADHA	Hadha
AOC3	Aoc3
BMS1P20	
ZNF708	
IGLV5-52	
IGLV1-51	
SLC12A6	Slc12a6
EMX2	Emx2
IGLV1-50	
KAT14	Kat14
ASH2LP3	
IGLV9-49	
TNXA	
IGLV5-48	
C4A	
IGLV1-47	
RTKN2	Rtkn2
ASH2LP2	
IGLV7-46	
BNIP3P22	
G6PC1	G6pc
STPG2-AS1	
LSM11	Lsm11
BNIP3P40	
LINC02756	
R3HDM2P1	
EFCAB9	Efcab9
CDRT15P11	
ANKRD20A17P	
BNIP3P38	
ZNF730	
RBM46	Rbm46
CCDC157	Ccdc157
OPALIN	Opalin
RELT	Relt
LY6L	
AFF4	Aff4
NEIL2	Neil2
RPL17P24	
LY6H	
RPL23AP46	
ZNF849P	
IPO5P1	
LINC02904	
SMC1A	Smc1a
CTAGE13P	
HAPLN4	Hapln4
PEG10	Peg10
PHF10	Phf10
LY6E	
RPL34P34	
ABITRAM	Abitram
DPY19L3-DT	
STARD3	Stard3
MTDHP3	
ELL2P2	
UQCRFS1-DT	
ODF3B	Odf3b
ZNF725P	
LY6E-DT	
AZGP1P2	
AK3P2	
ZNF728	
NR3C2	Nr3c2
SLC9A6	Slc9a6
RPS3AP29	
CTNNAL1	Ctnnal1
RINT1	Rint1
SHISA8	Shisa8
VN1R83P	
TGM3	Tgm3
LINC01532	
CARD18	
XKR3	
MTCYBP41	
TGM6	Tgm6
JPH1	Jph1
JOSD1	Josd1
BNIP3P37	
TMEM135	Tmem135
RPL36AP51	
CYP26C1-DT	
GAPDHP45	
LINC02641	
TSHZ3	Tshz3
MIR32	Mir32
MIR6856	
QRFP	Qrfp
LINC02850	
MIR5681A	
MIR5681B	
C10orf67-AS1	
MIR2052HG	
RPL34P19	
RPS4XP20	
FIBCD1	Fibcd1
SNRPB	Snrpb
LINC01810	
LINC00867	
SRD5A2	Srd5a2
PTCHD3P1	
GSTO2	Gsto2
HMGN2P9	
EFCAB6-DT	
PCBP2P2	
TFPI2-DT	
PDCD2L	Pdcd2l
LINC03071	
SULT4A1	Sult4a1
MIR2052	
MTUS1-DT	
OSR1	Osr1
AIG1	Aig1
FGL1	Fgl1
FIBCD1-AS1	
PRDM12	Prdm12
NUTF2P8	
PDE1C	Pde1c
LINC00276	
TTC32	Ttc32
PPIAP58	
HMGB1P7	
RRN3P2	
RNU6-576P	Gm24522
LINC01533	
MIR6078	
IER5L	Ier5l
RNU6-163P	
RNU6-889P	Gm25805
MIR6072	
RNA5SP299	
RN7SL159P	
RNA5SP300	
RNU6-1212P	Gm54843
RNA5SP303	
MIR511	
RNU6-1141P	Gm26327
RNU6ATAC39P	
YIPF5	Yipf5
MIR4480	
MIR4481	
MIR548Q	
	Gm26251
RN7SKP219	
RN7SKP37	
RNA5SP306	
IER5L-AS1	
RNU6-413P	
TMEM144	Tmem144
RNA5SP304	
LINC01834	
RN7SKP132	Gm56064
MIR604	
DDX11L17	
MIR938	
VN1R92P	
RNU6-908P	
RNU6-632P	
RN7SL825P	
RN7SKP220	Gm54522
VN2R3P	
RNU7-22P	
CHST8	Chst8
ZNF251	
RN7SL398P	
MIR4683	
EFR3B	Efr3b
RBM17P1	
	Gm23351
	Gm23338
	Gm24183
	Gm22382
RNU6-1118P	Gm26062
RNU6-1118P	Gm24655
RNU6-795P	
SNORA71E	Gm25187
RN7SL640P	Gm22701
PNPLA5	Pnpla5
RNU6-1170P	
SNORA60	Gm25129
SPATA31A1	Spata31
RNU6-885P	
MIR3156-1	
RNA5SP312	
RALGAPB	Ralgapb
MIR605	
RNA5SP318	
RN7SKP196	
KATNA1	Katna1
RNU6-543P	
MIR3924	
MIR1296	
PRDM16	Prdm16
MIR4676	
SNORA71	Gm25683
SNORA71	Gm22797
SNORA71	Gm22684
SMG1P6	
RN7SL840P	
RPA2P3	
RNU6-325P	
RNU6-478P	
RN7SKP238	Gm55876
RNA5SP322	
MIR346	Mir346
RNU6-129P	Gm22090
RN7SKP143	
RNU6-441P	Gm22062
MIR4678	
TRPC6	Trpc6
SLX1B-SULT1A4	
RNA5SP324	
RNU2-43P	
FAM74A1	
ZNF723	
MIR4482	
RN7SKP278	
RNA5SP326	
MYH9	Myh9
RNU5B-6P	Gm22365
RNU5B-6P	Gm23793
RNU5B-6P	Gm23102
RNU6-463P	Gm24674
RNU4-5P	
SKP1P3	
RNU6-1165P	
FKBP4P2	
RNU2-59P	
SDR42E1P1	
MIR3663	
RNU6-839P	Gm22296
HNRNPA1P13	
MIR3158-1	
MIR3158-2	
MIR609	
ATP5F1AP8	
RNU2-42P	
MIR4484	
RNU6-728P	
RAB28P1	
MIR378C	
RBPJP5	
SEPHS2P1	
RNA5SP328	
PLA2G10HP	
MIR3941	
RN7SL763P	
PGAM5P1	
MIR3680-2	
CA5AP1	
LRRC27	Lrrc27
RPL7AP49	
PRDM6	Prdm6
CDRT15P14	
SPN	Spn
MEP1AP1	
RNU6-1269P	
SNX18P8	
CNN2P2	
GXYLT1P3	
SMG1P2	
AQP7P5	
SLC46A2	Slc46a2
SLC7A5P1	
CCDC112	Ccdc112
SLC46A2-AS1	
MUPP	
TAOK2	Taok2
TUBE1	Tube1
FAM225B	
FAM225A	
SLC31A2	Slc31a2
ASAH1	Asah1
CYP51A1P1	
OR1K1	
KRT18P67	
KBTBD8	Kbtbd8
RC3H2	Rc3h2
UBTFL2	
PWWP2B	Pwwp2b
DEFB103B	
DEFB108C	
FAM90A22	
OR7E157P	
FAM90A21P	
LINC03068	
SSXP10	
LTV1	Ltv1
FAM90A6P	
KDM2A	Kdm2a
LINC01165	
TMEM26-AS1	
VTI1BP1	
RPSAP45	
OR7E121P	
LINC02625	
PPATP1	
PSD	Psd
LINC02008	
FNDC1	Fndc1
FAM66B	
VPS51P15	
SLCO6A1	Slco6d1
SLCO6A1	Slco6c1
IGFBP4	Igfbp4
PEX10	Pex10
MIR4329	
RN7SL266P	
ATF4P1	
IKBKGP1	
OR3B1P	
MTRF1LP2	
GSDMC	
PDZRN3	Pdzrn3
MID1IP1-AS1	
RPL9P30	
PNKDP1	
RNA5SP514	
RASD2	Rasd2
TMIGD1	Tmigd1
STK26	Stk26
HIRIP3	Hirip3
MB	Mb
LINC01095	
PPIAP82	
GREB1	Greb1
CUEDC2	Cuedc2
GTF2IP5	
COX7A2P2	
BECN1	Becn1
CCNG2	Ccng2
MIR146B	Mir146b
C10orf95	2310034G01Rik
DMKN	Dmkn
AFG1L	Afg1l
MFSD13A	Mfsd13a
SNORD90	Snord90
ZBTB6	Zbtb6
INO80E	Ino80e
ZBTB26	Zbtb26
TECPR1	Tecpr1
RPL21P21	
LINC01345	
APOL6	Apol6
EEF1DP6	
PEX14	Pex14
FCHSD1	Fchsd1
RABGAP1	Rabgap1
ACTR1A	Actr1a
TMEM183AP5	
RPL21P41	
NDUFA9P1	
CPOX	Cpox
APOL2	Apol10a
APOL2	Apol9b
APOL2	Apol7a
APOL2	Apol9a
APOL2	Apol7b
APOL2	Apol11a
APOL2	Apol11b
APOL2	Apol8
APOL2	Apol10b
APOL2	Apol7c
APOL2	Apol7e
LINC01646	
MIR548O2	
RPS3P2	
SLC32A1	Slc32a1
DYNLT2	Dynlt2a1
DYNLT2	Dynlt2a3
DYNLT2	Dynlt2a2
FAM3D-AS1	
LINC01777	
ACTR5	Actr5
UBE3D	Ube2cbp
FAM107A	Fam107a
ADAM2	
RPL23AP58	
RNU6-43P	
EIF4BP2	
MTCYBP17	
NPM1P30	
NEBL-AS1	
ADAM9	
RN7SKP173	
GSDMD	
LUZP4P1	
EFCAB8	Efcab8
RNU6-15P	
RPL7AP80	
LINC02782	
LINC02266	
LINC02881	
ADAM32	
PLCH2	Plch2
RPL9P21	
LINC02511	
CNBD2	Cnbd2
PLAU	Plau
MIR6819	
MYH9-DT	
RPS15AP38	
ZC3H3	
PRMT9	Prmt9
SEC14L6	
CYP21A1P	
PYCR3	
ADAM18	
THAP5	
CNTD1	Cntd1
MTCYBP40	
AGKP2	
MTND6P25	
LINC01946	
RAP2C	Rap2c
RNY1P15	
EEF1D	
PPIC	Ppic
RPS16P2	
LHFPL7	Tmem211
AIDAP2	
RPL3P10	
MIR600HG	
SLN	
KIAA1671	2900026A02Rik
GEN1	Gen1
STRBP	Strbp
PDCD2	Pdcd2
ARHGAP42-AS1	
PSMC1P6	
PDGFD	Pdgfd
PLP1	Plp1
ZNF717	
PPIAP54	
TTC33	Ttc33
LUARIS	
ZNF624	
C10orf55	
NPY2R-AS1	
ANKRD1	Ankrd1
RTN3P1	
DOC2A	Doc2a
TMEM243	Tmem243
NAP1L5	Nap1l5
DDIT4L-AS1	
MAPK15	
COL20A1	Col20a1
EEF1GP8	
YWHAEP4	
KIAA1671-AS1	
RPL21P50	
FAM83H	
EVA1CP2	
CRYBB3	Crybb3
LINC02878	
ANKRD50	Ankrd50
BTNL9	Btnl9
GFUS	
LINC02715	
RNU6-740P	Gm26227
UNC93B3	
MED28P5	
LINC00502	
OSBPL9P3	
DDX18P6	
RPL35AP24	
SNORA74C-2	Gm23946
VSNL1	Vsnl1
RNA5SP317	
CUL5	Cul5
SLC9A3P3	
ZEB2P1	
OSBPL9P1	
EPS15P1	
RNPC3P1	
SPNS3	Spns3
SPSB1	Spsb1
PSME2P3	
SRRM1P2	
NAPRT	
CRYBB2	Crybb2
LINC00973	
LINC02276	
LINC02272	
LSM5	Lsm5
NDUFA5P5	
STMN1P2	
RARRES2P1	
BTF3P13	
HYDINP1	
WASHC2A	Washc2
USP38-DT	
CCDC166	
ADAMTS9-AS1	
PTPN11P5	
ZNF707	
POMZP3	
APBA1	
JADE1	Jade1
UPK3B	
SLC2A5	Slc2a5
ATF4	Atf4
SKAP1-AS2	
PPARGC1B	Ppargc1b
SPDYE16	
AGGF1P3	
RFLNB	Rflnb
IQANK1	
DTX2	
TIGD5	
RPS13P4	
EPHA3	Epha3
ZNF623	
VN1R71P	
CSF2RB	Csf2rb
CSF2RB	Csf2rb2
LINC01866	
LINC02923	
MROH6	
LINC03009	
CRTC1P1	
TLE1P1	
AP1M2P1	
FRMD8P1	
SCRIB	
WNK4	Wnk4
NMBR-AS1	
RPL7P27	
PPP2R1B	Ppp2r1b
DNAJA1P4	
RN7SKP175	
LINC01393	
LDAH	Ldah
NONO	Nono
CHD8	Chd8
MTATP6P31	
BAG2	Bag2
KRT18P65	
RPL36P10	
AP1S1	Ap1s1
MIR600	
RNU6-820P	
LSM1P1	
GRK3	Grk3
L3MBTL3	L3mbtl3
PRAC2	
LINC02781	
MTCYBP45	
KRT17P3	
NMNAT1	Nmnat1
FXN	Fxn
KYNUP2	
WFDC10B	
IMPG2	Impg2
SH3GL1P2	
SMCR2	
PLOD3	Plod3
MIR1257	
RPL17P48	
MIR3195	
PPP4C	Ppp4c
TAF4	Taf4
DMC1	Dmc1
MFFP1	
PGAM1P11	
LUC7L3	Luc7l3
TJP2	Tjp2
ARL2BPP5	
CCDC27	Ccdc27
ARHGAP26-AS1	
NDFIP1	Ndfip1
TMEM30CP	
DLGAP2	
CLN8	
DISP3	Disp3
CLN8-AS1	
C20orf202	Tmem74bos
LIFR-AS1	
MATN3	Matn3
MRPS17P3	
ARHGAP40	Arhgap40
HSPE1P19	
RPS18P6	
CLUHP10	
WFDC8	Wfdc8
TUBBP11	
EZRP1	
LINC02070	
LINC02077	
MRPS5P3	
LINC02201	
CCNB1IP1P2	
RPS3AP25	
TBC1D23	Tbc1d23
HS1BP3	Hs1bp3
SLC12A2	Slc12a2
PIGT	Pigt
TFAMP2	
ST13	St13
PTPN13	Ptpn13
MMEL1	Mmel1
TMPRSS5	Tmprss5
CD36	Cd36
ATAD2B	Atad2b
YPEL3	Ypel3
FNDC1-AS1	
FEM1AP3	
OLIG3	Olig3
HNRNPDP2	
RAB23	Rab23
TBX22	
GDPD3	Gdpd3
SLC25A5P2	
XAF1	Xaf1
RAB1AP2	
RPL37P11	
LATS1	Lats1
SRBD1	Srbd1
OR2A5	
OR2A25	
OR2A12	
OR2A2	
OR2A14	
CTAGE4	
TOMM70	Tomm70a
ARHGEF35	
OR2A42	
OR2A7	
CTAGE8	
OR2A1	
SELENOO	Selenoo
TMEM51	Tmem51
MAPK3	Mapk3
BAAT	
ARHGEF5	
PLPPR1	
NOBOX	
SLC9A3P1	
MTCO1P6	
DYNC1I2P1	
LINC02621	
RN7SL591P	
ZNF365	Zfp365
RPSAP72	
CISD1P1	
RGS17	Rgs17
SCUBE1	Scube1
LINC02929	
WASH9P	
CAPN13	Capn13
SENP7	Senp7
RPL29P4	
FBXO42	Fbxo42
DACT2	Dact2
ALDH7A1P4	
LINC02666	
MIR4297	
EBF3-AS1	
RPL21P16	
LINC01561	
PLPP4	Plpp4
SLC35F1	Slc35f1
PRAC1	
ALDH4A1	Aldh4a1
CTBP2P4	
UBTD2	Ubtd2
MIR4675	
MTND1P21	
LINC02643	
MRM3P1	
SCARF2	Scarf2
MIR1915	
RPL35AP15	
SKIDA1	Skida1
CASC3	Casc3
KLF3P1	
YTHDF1P1	
RN7SL352P	
MIR6720	
RNA5SP202	
MIR3691	
RNU6ATAC21P	
RN7SL554P	
RNU6-793P	
RNU6-306P	Gm56024
RNU1-64P	
RNU6-522P	
NPS	Nps
MIR5689	
MIR4639	
LINC01913	
RNU6-645P	
MIR548A1	
RNU7-133P	
RN7SL332P	
RN7SKP293	Gm55200
RNA5SP204	
OLAH	Olah
RNU6-263P	
5S_rRNA	Gm55292
RNU6-1114P	Gm22960
ELMOD1	Elmod1
RN7SL128P	
GNPDA1	Gnpda1
RNU6-141P	
RNU6-1060P	Gm25020
RN7SL471P	
CNTNAP2	
RN7SKP240	
RNU2-45P	
RNA5SP205	
RN7SL334P	Gm22701
RNU6-801P	
RNU6-150P	Gm56390
RNU6-930P	
MIR3925	
RN7SL502P	Gm22701
RN7SL273P	
RNA5SP207	
RNU6-643P	
RNU1-54P	Gm24038
RNU1-54P	Gm24056
RNU1-54P	Gm25831
RNU1-54P	Gm55546
RNU1-54P	Gm26046
RNU1-54P	Gm56286
RNU1-54P	Gm23101
RN7SL748P	Gm22701
RNU6-754P	
MIR5685	
RNU7-65P	
RNU1-136P	
RN7SL580P	
RNA5SP208	
RNU6-1023P	
RNU7-66P	
RNU6-261P	
MIR548U	
RNU6-84P	
SNORD8	Snord8
RNU6-155P	
RNU6-1338P	Gm26485
EIF4EBP1P1	
RNA5SP209	
OR11H1	
KRT8P8	
RN7SL650P	Gm23153
MIR105-1	
MIR767	
RN7SKP256	Gm54823
RN7SKP256	Gm55613
RN7SKP256	Gm55081
MIR105-2	
RNA5SP210	
RAB2B	Rab2b
MAGEA3	
RNU6-248P	Gm55971
RN7SL643P	
RN7SL415P	
MIR4643	
MIR548AI	
RN7SL509P	
MAGEA2B	
RNU4-66P	
RN7SL797P	
NR1D1	Nr1d1
RNU7-48P	
RNU6-1299P	
MIR2113	
RNU6-1106P	Gm25269
MIR4464	
RN7SL47P	
RNU6-344P	
RNU6-957P	Gm23570
RNU6-1163P	Gm22779
RNU6-214P	
RNU6-1016P	
CSAG1	
RN7SKP18	
RNU6-897P	Gm24848
RN7SKP163	
RNA5SP215	
RNU6-1226P	
RN7SKP51	
MAGEA12	
RN7SKP56	Gm54503
RNU6-253P	
MIR588	
RNU6-200P	
RNU4-76P	
BAG3	Bag3
MIR3144	
CETN2	
RNA5SP216	
RNU6-475P	Gm24546
RNU1-18P	Gm23738
SNORD101	Gm23130
NSDHL	
MIR3662	
MIR3145	
RNU6-1222P	
SNORD100	Snord100
MIR548B	
RNU6-194P	Gm25619
RNU6-194P	Gm26375
RNU6-194P	Gm26271
RNU6-194P	Gm23851
RNU6-194P	Gm26500
SNORA33	Snora33
LTBP1	Ltbp1
RNU7-152P	
PNMA5	
RN7SKP211	Gm55376
RNU6-896P	Gm55334
RNA5SP225	
RNU2-8P	
DSCAML1	Dscaml1
RNU4-7P	
PRKG1	Prkg1
RNU6-300P	Gm25740
RNA5SP224	
RN7SKP106	Gm54834
MAGEA6	
PQBP1	
MIR1202	
RN7SL564P	
MIR4644	
SNORD28B	
UTP6	Utp6
RNU6-293P	
RNA5SP221	
DNAJC19P6	
ZNF185	
RNU6-366P	Gm23055
Y_RNA	Gm26438
GJA10	Gja10
SLC24A4	Slc24a4
RER1	Rer1
RN7SKP110	Gm54612
CASP8AP2	Casp8ap2
TIMM17B	
CSAG4	
LINC01445	
EGFL7	Egfl7
SLC35A2	
PIM2	
MARK2P11	
OTUD5	
NIHCOLE	
VCL	Vcl
EEF1A1P50	
RNU1-33P	Gm24929
RNU1-33P	Gm25513
RNU1-33P	Gm24977
RNU6-722P	
KCND1	
CORO1A-AS1	
SAP30L	Sap30l
BOLA2B	Bola2
FBXO30	Fbxo30
LINC01312	
TBPL1	Tbpl1
SLX1A-SULT1A3	
LONRF2P1	
GRIPAP1	
CXADRP3	
GRAMD4P7	
POTEC	
LSM1P2	
LINC00847	
TCF21	Tcf21
B4GALNT2P1	
SKAP1-AS1	
GSTA3	
PANK4	Pank4
AOC2	Aoc2
SEMA6A-AS2	
HMGB1P21	
UBE2NL	
PTMAP2	
PLA2G10JP	
RPL5P16	
RPS26P28	
CD2BP2	Cd2bp2
MIR126	Mir126a
TCAP	Tcap
DIPK1B	Dipk1b
NRG2	Nrg2
GSTA4	
PSMA3	Psma3
LINC02876	
SNORA17B	Gm23377
SNORA17B	Gm22504
SNORA17B	Snora43
SNORA17A	Gm57326
SNORA17A	Gm25053
SNORA17A	Gm22149
SNORA17A	Gm23604
SNORA17A	Gm26379
SNORA17A	Gm22266
SNORA17A	Gm23128
SNORA17A	Gm25617
ANKRD40	Ankrd40
LCN10	Lcn10
RNU6-1021P	
OR4K7P	
OR4K8P	
SNX19P3	
TBC1D10B	Tbc1d10b
VN1R74P	
GTF2IP8	
RNU6-1210P	
MIR3156-2	
LINC01906	
7SK	Gm55801
RN7SK	
RPL19P7	
FGF7P1	
SUFU	Sufu
RN7SL244P	
LINC00971	
GCM1	Gcm1
ABI3	Abi3
LINC01443	
LINC01444	
RNU6-464P	
SOD1P1	
IQCB2P	
OR2W2P	
OR2B7P	
ANKRD30B	
OR2B8P	
ACTG1P13	
ACTR3P3	
OR2W6P	
OR2B6	Or2b6
ERRFI1-DT	
RPLP2P1	
OR2W4P	
TATDN2P2	
MIR7161	
CMSS1	Cmss1
MIR3939	
GPR139	Gpr139
SLX1A	Slx1b
H3P39	
SLC28A2-AS1	
UNC93A	Unc93a2
UNC93A	Unc93a
LCN6	Lcn6
RPS2P48	
WFIKKN2	Wfikkn2
SLC28A2	Slc28a2b
SLC28A2	Slc28a2
UBE2Z	Ube2z
RN7SL862P	
RNA5SP449	
PIGPP4	
ERICH1	
SULT1A4	Sult5a1
TXNDC2	Txndc2
ARHGEF17	Arhgef17
VPS13D	Vps13d
MIR6722	
NRAP	Nrap
LCN15	
TTLL2	Ttll2
VAPA	Vapa
TFE3	
PRAF2	
HTR1B	Htr1b
PPP1R3G	Ppp1r3g
ATP6V1G1P3	
TMEM141	Tmem141
LINC02050	
WDR45	
NIT2	Nit2
HMGB1P14	
RPL5P33	
LINC00216	
RIPOR2	Ripor2
RNU6-341P	
COA3	Coa3
ARID4A	Arid4a
FAM200C	
CCDC183	
RNU6-953P	
ARGFXP1	
GATM	Gatm
GNGT2	Gngt2
GAPDHP71	
RPSAP46	
LINC02732	
RPL35AP4	
MTCO2P8	
U6	Gm23462
U6	Gm23167
	Or4m1
MTATP6P9	
LINC02358	
	Or4n4b
	Or4n4
LINC02562	
SMARCE1P1	
KIF20A	Kif20a
RNA5SP450	
RNU4-52P	
GPKOW	
OR7E7P	
RN7SL262P	
GLRA3	Glra3
CES1	Ces1b
CES1	Ces1c
CES1	Ces1d
CES1	Ces1h
CES1	Ces1g
GTF3AP6	
PIEZO2	Piezo2
MAGIX	
DUSP12P1	
NDUFA4P2	
MTND4P2	
UVRAG	Uvrag
CCDC120	
LRRN3	Lrrn3
CCDC183-AS1	
ABRAXAS1P2	
MTND4LP26	
RABL6	Rabl6
CBLB	Cblb
XRCC6P4	
SRPK2P	
GAB4	
TTPA	Ttpa
JADRR	
GNG11	Gng11
LINC02462	
CAPN14	
TARS2P1	
ABCC3	Abcc3
TARDBPP4	
SEMA3C	Sema3c
FBXO8	Fbxo8
YTHDF3	Ythdf3
SPATA5L1	Spata5l1
TTC28	Ttc28
TMED7-TICAM2	
RPL36AP14	
GDF7	Gdf7
MIR147B	Mir147
SLC30A4-AS1	
FTH1P16	
NAMPTP2	
XDH	Xdh
FAM174A	Fam174a
HNRNPA1P60	
SLC30A4	Slc30a4
ARL6IP1P3	
RPSAP50	
MYOM2	
GSTT4	Gstt4
NCLP1	
SMCO4	Smco4
MIR4292	
PHPT1	Phpt1
C8orf33	
COMMD10	Commd10
BPIFC	Bpifc
TREHP1	
HMGN2P46	
KBTBD11-OT1	
KBTBD11-AS1	
KBTBD11	
P4HA3	P4ha3
SNORA41B	
DPPA5P2	
BLOC1S6	Bloc1s6
KCTD17	Kctd17
ARHGEF10	
LINC01938	
RPL31P26	
SNHG27	
TASL	Tasl
CENPP	
TNFAIP8	Tnfaip8
MAMDC4	Mamdc4
RN7SL135P	
CKS1BP6	
FTLP2	
GK-IT1	
ECM2	
GK-AS1	
TAB3-AS1	
PI15	Pi15
TAB3-AS2	
TMEM168	Tmem168
PCYT1B	Pcyt1b
OGN	
LINC02431	
OMD	
ASPN	
PRSS47P	
ATP6V0E1P1	
POGLUT2P1	
SUMO2P6	
IARS1	
TOMM20L-DT	
GLG1	Glg1
TOMM20L	Tomm20l
DHFR	Dhfr
ZSWIM5P3	
FTH1P6	
SH3RF1	Sh3rf1
TIMM9	Timm9
GDAP1	Gdap1
PRKCE	Prkce
LINC03012	
ATP5PBP2	
ADM2	Adm2
EMSLR	
H2BP7	
PCYT1B-AS1	
POLA1	Pola1
TES	Tesl1
TES	Tes
MIOX	Miox
EDF1	Edf1
DCLK2	Dclk2
